seed,method,completed_task_num,total_path_length,total_inspection_time,high_priority_avg_response_time,high_risk_avg_response_time,abnormal_task_ids,abnormal_priority_rate,abnormal_avg_response_time,high_priority_top5_rate,priority_weighted_completion_time,risk_weighted_completion_time,replanning_count,task_sequence
14,w/o Energy,20,257.0,528.3333333333334,158.61111111111111,175.55555555555557,"P6,P8,P7,P13",50.0,140.0,80.0,218.17124169249834,216.65923063933832,1,P11->P20->P15->P6->P19->P17->P13->P14->P10->P12->P9->P18->P8->P7->P3->P2->P4->P5->P1->P16
15,Full-Proposed-Balanced,20,264.0,540.0,130.83333333333334,193.00000000000003,"P14,P18,P16,P1",50.0,137.91666666666669,60.0,231.32694230871417,265.4792906377463,1,P20->P6->P4->P18->P13->P10->P16->P14->P1->P8->P19->P3->P17->P12->P7->P2->P11->P15->P5->P9
15,w/o Priority,20,299.0,598.3333333333334,216.25000000000003,161.66666666666666,"P13,P18,P15,P1",50.0,115.41666666666666,60.0,241.5950410170529,219.6385815674685,1,P16->P6->P20->P13->P4->P18->P2->P7->P1->P15->P8->P3->P17->P5->P12->P19->P11->P10->P9->P14
15,w/o Risk,20,232.0,486.66666666666674,128.75,234.00000000000006,"P13,P18,P15,P1",50.0,147.5,60.0,188.7112281056937,249.58474930156294,1,P16->P4->P20->P18->P13->P12->P6->P7->P2->P11->P19->P14->P1->P15->P9->P3->P17->P8->P5->P10
15,w/o Abnormal,20,244.0,506.6666666666667,155.41666666666666,139.0,"P14,P18,P16,P1",0.0,287.9166666666667,60.0,209.3688646398424,221.45234906208455,1,P20->P6->P4->P13->P10->P7->P2->P11->P19->P8->P3->P17->P12->P18->P16->P14->P1->P15->P5->P9
15,w/o Complexity,20,234.0,490.00000000000006,99.58333333333334,186.66666666666669,"P13,P18,P15,P1",75.0,103.75000000000001,60.0,207.72086015730605,223.2797113891632,1,P16->P20->P4->P13->P15->P1->P14->P19->P8->P17->P6->P18->P10->P12->P7->P2->P11->P3->P5->P9
15,w/o Energy,20,264.0,540.0,130.83333333333334,193.00000000000003,"P14,P18,P16,P1",50.0,137.91666666666669,60.0,231.32694230871417,265.4792906377463,1,P20->P6->P4->P18->P13->P10->P16->P14->P1->P8->P19->P3->P17->P12->P7->P2->P11->P15->P5->P9
16,Full-Proposed-Balanced,20,265.0,541.6666666666666,113.33333333333334,130.41666666666669,"P5,P9,P6,P13",25.0,211.66666666666669,20.0,262.51236998097653,225.16837381031164,1,P16->P18->P12->P19->P4->P5->P14->P1->P11->P9->P20->P3->P2->P15->P6->P13->P10->P7->P8->P17
16,w/o Priority,20,229.0,481.66666666666674,210.0,148.33333333333337,"P5,P9,P6,P13",25.0,199.58333333333334,0.0,263.44348405266373,214.72216142438916,1,P16->P18->P12->P19->P14->P1->P5->P2->P4->P9->P20->P3->P11->P10->P13->P6->P15->P17->P8->P7
16,w/o Risk,20,205.0,441.6666666666667,128.33333333333334,256.66666666666674,"P5,P11,P7,P15",50.0,138.33333333333337,0.0,216.64893805497707,254.21741838632312,1,P6->P13->P10->P11->P19->P4->P5->P14->P12->P2->P1->P18->P15->P7->P16->P17->P8->P9->P20->P3
16,w/o Abnormal,20,234.0,490.0,113.33333333333334,127.5,"P5,P9,P6,P13",0.0,288.75,20.0,258.77069227807675,235.1329695635198,1,P16->P18->P12->P19->P4->P1->P14->P2->P11->P10->P13->P6->P15->P17->P8->P7->P9->P20->P3->P5
16,w/o Complexity,20,225.0,475.0,193.33333333333334,63.75,"P5,P9,P6,P12",75.0,117.5,0.0,233.30418752402363,180.85263822936983,1,P16->P15->P18->P12->P5->P9->P20->P19->P4->P11->P14->P3->P1->P2->P7->P17->P8->P6->P13->P10
16,w/o Energy,20,265.0,541.6666666666666,113.33333333333334,130.41666666666669,"P5,P9,P6,P13",25.0,211.66666666666669,20.0,262.51236998097653,225.16837381031164,1,P16->P18->P12->P19->P4->P5->P14->P1->P11->P9->P20->P3->P2->P15->P6->P13->P10->P7->P8->P17
17,Full-Proposed-Balanced,20,223.0,471.66666666666674,266.6666666666667,124.6666666666667,"P15,P11,P2,P8",50.0,174.16666666666669,0.0,237.94969872722675,207.2190959671044,1,P10->P9->P5->P11->P2->P20->P12->P16->P18->P1->P15->P14->P3->P6->P17->P7->P13->P4->P8->P19
17,w/o Priority,20,231.0,485.0000000000001,485.0000000000001,141.66666666666669,"P15,P11,P2,P8",50.0,136.25000000000003,0.0,264.0993688940298,201.91490925793025,1,P10->P9->P5->P8->P15->P1->P14->P2->P20->P12->P16->P19->P3->P6->P17->P7->P13->P4->P11->P18
17,w/o Risk,20,200.0,433.33333333333337,120.0,191.66666666666666,"P15,P11,P2,P8",25.0,160.0,0.0,213.11619456985525,214.71648123259027,1,P10->P9->P3->P14->P1->P15->P18->P2->P16->P12->P20->P6->P19->P4->P8->P11->P5->P13->P7->P17
17,w/o Abnormal,20,203.0,438.3333333333334,236.66666666666669,118.66666666666667,"P15,P11,P2,P8",50.0,199.58333333333337,0.0,214.08922582807395,189.58164811806773,1,P10->P9->P5->P11->P12->P2->P20->P16->P18->P1->P14->P3->P6->P17->P7->P13->P4->P8->P19->P15
17,w/o Complexity,20,176.0,393.33333333333337,273.33333333333337,136.66666666666669,"P15,P11,P2,P8",75.0,95.41666666666667,0.0,205.93773945972492,181.91017827041563,1,P10->P9->P5->P11->P8->P4->P2->P12->P20->P16->P18->P15->P1->P17->P19->P14->P3->P6->P13->P7
17,w/o Energy,20,223.0,471.66666666666674,266.6666666666667,124.6666666666667,"P15,P11,P2,P8",50.0,174.16666666666669,0.0,237.94969872722675,207.2190959671044,1,P10->P9->P5->P11->P2->P20->P12->P16->P18->P1->P15->P14->P3->P6->P17->P7->P13->P4->P8->P19
18,Full-Proposed-Balanced,20,252.0,520.0000000000001,223.8888888888889,118.88888888888887,"P4,P8,P5,P11",25.0,186.66666666666669,20.0,224.6880731079512,185.71902206158282,1,P18->P9->P7->P5->P19->P15->P3->P1->P16->P10->P14->P11->P8->P12->P6->P20->P4->P17->P13->P2
18,w/o Priority,20,226.0,476.6666666666667,305.55555555555554,159.44444444444443,"P4,P7,P5,P10",75.0,162.91666666666669,0.0,229.09604457883748,196.92831027678045,1,P18->P9->P12->P6->P10->P5->P7->P2->P1->P3->P15->P19->P16->P14->P11->P8->P20->P13->P17->P4
18,w/o Risk,20,210.0,449.99999999999994,186.66666666666663,195.55555555555554,"P4,P7,P5,P10",25.0,137.49999999999997,0.0,175.69631193522724,193.98312742959718,1,P18->P9->P12->P6->P14->P11->P10->P16->P7->P5->P19->P15->P3->P1->P4->P17->P13->P8->P20->P2
18,w/o Abnormal,20,230.0,483.3333333333334,254.44444444444449,118.88888888888887,"P4,P8,P5,P11",25.0,217.91666666666669,20.0,228.5966375267724,185.01982646717676,1,P18->P9->P7->P5->P19->P15->P3->P1->P16->P10->P14->P11->P6->P12->P8->P20->P2->P13->P17->P4
18,w/o Complexity,20,279.0,565.0,142.2222222222222,170.55555555555557,"P4,P8,P5,P10",75.0,82.5,40.0,228.8459753491569,207.91640601354652,1,P18->P7->P16->P5->P10->P14->P8->P6->P12->P20->P4->P17->P3->P1->P19->P15->P11->P2->P9->P13
18,w/o Energy,20,252.0,520.0000000000001,223.8888888888889,118.88888888888887,"P4,P8,P5,P11",25.0,186.66666666666669,20.0,224.6880731079512,185.71902206158282,1,P18->P9->P7->P5->P19->P15->P3->P1->P16->P10->P14->P11->P8->P12->P6->P20->P4->P17->P13->P2
19,Full-Proposed-Balanced,20,223.0,471.6666666666667,81.0,212.7777777777778,"P8,P1,P9,P13",50.0,141.25,80.0,209.36845230630757,219.27220228382208,1,P4->P16->P18->P10->P20->P8->P9->P12->P13->P11->P2->P3->P17->P15->P14->P5->P1->P6->P7->P19
19,w/o Priority,20,239.0,498.33333333333337,274.33333333333337,105.55555555555556,"P8,P1,P9,P13",25.0,135.0,0.0,253.74052537756427,196.83320927560445,1,P17->P15->P2->P3->P14->P13->P12->P8->P9->P20->P10->P16->P4->P5->P1->P6->P7->P19->P11->P18
19,w/o Risk,20,227.0,478.3333333333333,90.66666666666666,343.3333333333333,"P8,P1,P9,P13",75.0,122.91666666666666,80.0,235.39577646598437,273.6165232454041,1,P4->P16->P18->P8->P9->P20->P13->P11->P12->P10->P1->P5->P3->P14->P15->P17->P2->P6->P7->P19
19,w/o Abnormal,20,231.0,485.0,81.0,181.66666666666666,"P8,P1,P9,P13",25.0,299.58333333333337,80.0,198.94980146419985,204.47914117390226,1,P4->P16->P18->P10->P20->P8->P12->P11->P2->P3->P17->P15->P14->P5->P6->P7->P19->P9->P13->P1
19,w/o Complexity,20,212.0,453.3333333333333,97.66666666666667,207.22222222222226,"P8,P1,P9,P14",50.0,110.41666666666667,80.0,199.2856588212249,211.93789239095415,1,P4->P16->P10->P20->P8->P9->P12->P11->P18->P1->P3->P14->P2->P17->P15->P5->P6->P7->P19->P13
19,w/o Energy,20,223.0,471.6666666666667,81.0,212.7777777777778,"P8,P1,P9,P13",50.0,141.25,80.0,209.36845230630757,219.27220228382208,1,P4->P16->P18->P10->P20->P8->P9->P12->P13->P11->P2->P3->P17->P15->P14->P5->P1->P6->P7->P19
20,Full-Proposed-Balanced,20,230.0,483.3333333333333,179.0,140.0,"P16,P10,P20,P18",50.0,145.41666666666666,60.0,210.21489662373892,221.68975283785912,1,P19->P17->P15->P18->P20->P2->P1->P7->P9->P4->P10->P6->P16->P13->P8->P12->P3->P11->P5->P14
20,w/o Priority,20,200.0,433.3333333333333,200.33333333333334,97.22222222222223,"P16,P10,P20,P18",50.0,118.75,40.0,221.0350511205293,174.83661485099177,1,P19->P17->P15->P10->P9->P20->P2->P1->P14->P16->P18->P12->P8->P3->P5->P11->P13->P4->P7->P6
20,w/o Risk,20,200.0,433.33333333333337,154.33333333333334,172.7777777777778,"P16,P10,P20,P18",50.0,184.16666666666669,60.0,201.88587272210128,219.53636737505644,1,P19->P17->P15->P18->P20->P2->P11->P5->P3->P13->P8->P12->P7->P9->P4->P10->P16->P6->P1->P14
20,w/o Abnormal,20,215.0,458.3333333333333,152.66666666666669,106.66666666666667,"P16,P10,P20,P18",25.0,240.83333333333334,60.0,196.34976697823083,201.11654710584844,1,P19->P17->P15->P7->P9->P4->P20->P2->P1->P14->P6->P10->P18->P13->P8->P12->P11->P5->P3->P16
20,w/o Complexity,20,194.0,423.3333333333333,153.33333333333331,127.22222222222221,"P16,P10,P20,P18",50.0,127.5,60.0,190.1158702109705,198.63202995139397,1,P17->P19->P15->P18->P20->P2->P1->P7->P9->P10->P16->P4->P12->P13->P8->P11->P3->P5->P14->P6
20,w/o Energy,20,217.0,461.6666666666666,162.66666666666669,140.0,"P16,P10,P20,P18",50.0,135.0,60.0,197.49275458129395,213.5513917905523,1,P19->P17->P15->P18->P20->P2->P1->P7->P9->P4->P10->P16->P13->P8->P11->P5->P3->P14->P6->P12
21,Full-Proposed-Balanced,20,252.0,520.0000000000001,157.22222222222226,111.25000000000001,"P20,P13,P17,P18",50.0,145.00000000000006,40.0,200.18706650268172,195.99843982239832,1,P8->P15->P10->P18->P12->P11->P20->P7->P5->P13->P3->P14->P17->P4->P2->P1->P9->P19->P16->P6
21,w/o Priority,20,257.0,528.3333333333333,193.3333333333333,150.0,"P20,P13,P17,P18",25.0,147.91666666666666,40.0,207.69378531652492,178.87857539414162,1,P8->P15->P10->P18->P12->P2->P1->P7->P5->P13->P3->P14->P17->P20->P11->P19->P4->P6->P16->P9
21,w/o Risk,20,277.0,561.6666666666666,172.5,197.08333333333334,"P20,P13,P17,P18",75.0,158.75,40.0,213.9337683489249,231.9361488692644,1,P12->P15->P8->P10->P18->P20->P13->P5->P14->P3->P7->P2->P1->P11->P19->P4->P17->P6->P16->P9
21,w/o Abnormal,20,267.0,545.0,185.2777777777778,113.33333333333334,"P20,P13,P17,P18",0.0,285.0,20.0,219.01264845858162,197.34630150118556,1,P8->P15->P10->P2->P1->P12->P11->P7->P5->P13->P3->P14->P17->P20->P19->P4->P6->P16->P18->P9
21,w/o Complexity,20,223.0,471.66666666666674,145.00000000000003,110.83333333333334,"P20,P14,P17,P18",50.0,132.91666666666666,40.0,192.84389908385057,189.02764741817217,1,P12->P8->P10->P15->P18->P11->P20->P7->P5->P14->P13->P17->P3->P6->P4->P2->P1->P9->P19->P16
21,w/o Energy,20,252.0,520.0000000000001,157.22222222222226,111.25000000000001,"P20,P13,P17,P18",50.0,145.00000000000006,40.0,200.18706650268172,195.99843982239832,1,P8->P15->P10->P18->P12->P11->P20->P7->P5->P13->P3->P14->P17->P4->P2->P1->P9->P19->P16->P6
22,Full-Proposed-Balanced,20,257.0,528.3333333333333,205.00000000000003,195.0,"P9,P15,P1,P13",50.0,137.08333333333331,40.0,196.1221473584443,254.1296437225371,1,P14->P2->P6->P7->P13->P16->P15->P1->P10->P5->P19->P17->P18->P3->P9->P11->P12->P20->P4->P8
22,w/o Priority,20,244.0,506.66666666666663,267.49999999999994,218.33333333333334,"P8,P15,P1,P13",25.0,123.75000000000003,20.0,220.79128292263476,210.07348326963245,1,P14->P12->P2->P6->P7->P3->P8->P13->P16->P1->P15->P19->P5->P10->P17->P18->P11->P20->P4->P9
22,w/o Risk,20,246.0,509.9999999999999,176.24999999999997,280.83333333333326,"P7,P12,P1,P11",25.0,155.41666666666663,0.0,188.6600471285486,271.1996142236281,1,P14->P20->P15->P1->P5->P10->P13->P7->P6->P2->P9->P11->P12->P18->P16->P4->P19->P17->P8->P3
22,w/o Abnormal,20,263.0,538.3333333333334,223.33333333333334,126.66666666666667,"P9,P15,P1,P13",25.0,163.33333333333334,40.0,210.26483493021394,246.05330131577188,1,P14->P2->P6->P7->P13->P16->P18->P15->P1->P10->P5->P19->P17->P8->P3->P9->P11->P12->P20->P4
22,w/o Complexity,20,245.0,508.3333333333333,138.75,198.33333333333334,"P9,P15,P1,P13",100.0,91.66666666666667,60.0,193.43462180858126,266.43667966595086,1,P14->P6->P2->P9->P13->P15->P1->P10->P5->P17->P16->P18->P11->P7->P3->P8->P4->P19->P20->P12
22,w/o Energy,20,265.0,541.6666666666666,200.83333333333334,241.66666666666666,"P9,P15,P1,P13",50.0,132.91666666666666,40.0,196.97588909194278,268.8763110426835,1,P14->P2->P6->P7->P13->P16->P15->P1->P10->P5->P19->P17->P9->P3->P18->P11->P12->P20->P4->P8
23,Full-Proposed-Balanced,20,311.0,618.3333333333333,245.41666666666669,190.83333333333334,"P19,P15,P17,P10",50.0,132.08333333333331,80.0,263.4206899016985,261.6573986772752,1,P13->P1->P12->P19->P15->P11->P6->P18->P14->P5->P10->P4->P9->P17->P8->P2->P7->P3->P20->P16
23,w/o Priority,20,229.0,481.6666666666666,283.95833333333326,145.27777777777774,"P19,P15,P17,P12",50.0,73.33333333333333,40.0,272.1733806735824,205.09318449291365,1,P7->P2->P11->P12->P13->P1->P19->P17->P15->P3->P6->P9->P14->P5->P10->P4->P16->P20->P18->P8
23,w/o Risk,20,247.0,511.66666666666674,202.29166666666669,183.61111111111111,"P19,P12,P17,P9",75.0,73.33333333333333,60.0,209.7145393521302,225.45311524471168,1,P15->P13->P14->P12->P9->P19->P1->P5->P10->P4->P18->P6->P11->P17->P8->P3->P2->P7->P20->P16
23,w/o Abnormal,20,311.0,618.3333333333333,231.66666666666666,190.0,"P19,P15,P17,P10",25.0,214.58333333333331,60.0,239.70877775968728,258.40757199798594,1,P13->P1->P12->P5->P19->P6->P11->P18->P14->P9->P4->P10->P20->P8->P17->P15->P2->P7->P3->P16
23,w/o Complexity,20,251.0,518.3333333333334,160.83333333333334,170.00000000000003,"P19,P14,P17,P9",75.0,86.25000000000003,80.0,191.38567539465495,225.372725255212,1,P15->P13->P12->P19->P1->P14->P9->P5->P4->P20->P10->P8->P17->P11->P6->P18->P3->P2->P7->P16
23,w/o Energy,20,311.0,618.3333333333333,245.41666666666669,190.83333333333334,"P19,P15,P17,P10",50.0,132.08333333333331,80.0,263.4206899016985,261.6573986772752,1,P13->P1->P12->P19->P15->P11->P6->P18->P14->P5->P10->P4->P9->P17->P8->P2->P7->P3->P20->P16
24,Full-Proposed-Balanced,20,190.0,416.66666666666674,185.3030303030303,256.6666666666667,"P19,P16,P8,P2",100.0,56.25,60.0,180.2319204230519,194.51250834806893,1,P6->P12->P14->P16->P2->P19->P8->P11->P17->P9->P10->P4->P15->P20->P3->P7->P18->P5->P13->P1
24,w/o Priority,20,234.0,490.0,216.06060606060603,128.33333333333334,"P19,P15,P8,P2",50.0,133.33333333333334,80.0,237.77580230639293,208.14484365091315,1,P6->P16->P14->P2->P19->P13->P1->P8->P11->P3->P17->P15->P20->P9->P10->P4->P7->P5->P18->P12
24,w/o Risk,20,245.0,508.33333333333337,165.60606060606062,259.1666666666667,"P19,P15,P8,P2",100.0,72.08333333333333,80.0,197.1860281372248,221.2548535760205,1,P14->P16->P6->P15->P2->P8->P19->P10->P9->P17->P11->P3->P4->P7->P18->P1->P13->P12->P20->P5
24,w/o Abnormal,20,213.0,455.00000000000006,178.18181818181816,256.6666666666667,"P19,P16,P8,P2",50.0,91.25000000000001,60.0,175.2937517948672,183.43949681692118,1,P6->P12->P14->P16->P2->P17->P11->P19->P10->P9->P15->P4->P8->P18->P5->P1->P13->P7->P3->P20
24,w/o Complexity,20,215.0,458.33333333333337,190.45454545454547,242.50000000000003,"P19,P16,P8,P2",75.0,93.75000000000001,80.0,192.64142146799102,200.57121531887068,1,P6->P12->P14->P2->P19->P8->P10->P11->P17->P9->P16->P4->P7->P18->P5->P1->P13->P3->P15->P20
24,w/o Energy,20,190.0,416.66666666666674,185.3030303030303,256.6666666666667,"P19,P16,P8,P2",100.0,56.25,60.0,180.2319204230519,194.51250834806893,1,P6->P12->P14->P16->P2->P19->P8->P11->P17->P9->P10->P4->P15->P20->P3->P7->P18->P5->P13->P1
25,Full-Proposed-Balanced,20,222.0,470.0,165.62499999999997,234.44444444444449,"P13,P4,P9,P5",75.0,80.83333333333333,60.0,191.45131976555103,225.8973268143087,1,P2->P18->P16->P4->P9->P5->P15->P19->P11->P10->P12->P7->P8->P13->P6->P1->P3->P14->P20->P17
25,w/o Priority,20,256.0,526.6666666666666,282.08333333333337,200.1851851851852,"P14,P5,P10,P6",75.0,94.16666666666669,40.0,264.25291311865453,243.1048873651957,1,P2->P18->P3->P14->P16->P6->P10->P15->P19->P5->P9->P4->P1->P20->P12->P7->P8->P13->P11->P17
25,w/o Risk,20,256.0,526.6666666666667,185.41666666666666,273.8888888888889,"P13,P4,P9,P5",75.0,94.16666666666667,80.0,220.283983900098,268.2243407535901,1,P2->P18->P16->P5->P11->P4->P9->P15->P19->P13->P12->P7->P8->P10->P6->P1->P14->P3->P20->P17
25,w/o Abnormal,20,263.0,538.3333333333333,175.41666666666666,207.77777777777777,"P13,P4,P9,P5",25.0,181.24999999999997,60.0,187.48871086722426,224.77466347158241,1,P2->P18->P16->P1->P4->P15->P19->P11->P5->P9->P12->P7->P8->P10->P6->P3->P14->P20->P17->P13
25,w/o Complexity,20,243.0,505.00000000000006,167.70833333333337,153.51851851851856,"P14,P5,P10,P6",50.0,101.66666666666669,40.0,188.89466917870277,203.33095044447938,1,P2->P16->P1->P4->P6->P5->P15->P11->P19->P12->P10->P18->P14->P9->P3->P20->P17->P7->P8->P13
25,w/o Energy,20,222.0,470.0,165.62499999999997,234.44444444444449,"P13,P4,P9,P5",75.0,80.83333333333333,60.0,191.45131976555103,225.8973268143087,1,P2->P18->P16->P4->P9->P5->P15->P19->P11->P10->P12->P7->P8->P13->P6->P1->P3->P14->P20->P17
26,Full-Proposed-Balanced,20,205.0,441.6666666666667,102.77777777777779,122.33333333333333,"P7,P12,P14,P8",50.0,180.0,20.0,154.84679714752167,169.91415475727612,1,P1->P15->P19->P12->P4->P9->P8->P17->P2->P20->P16->P13->P5->P10->P11->P7->P14->P6->P18->P3
26,w/o Priority,20,195.0,425.0,144.44444444444446,146.0,"P8,P13,P16,P9",75.0,97.08333333333334,20.0,196.95710358300025,170.02784502897777,1,P15->P1->P7->P16->P8->P17->P9->P4->P12->P2->P10->P13->P5->P20->P11->P19->P14->P6->P18->P3
26,w/o Risk,20,237.0,495.0,115.0,204.33333333333334,"P7,P13,P15,P8",25.0,143.33333333333331,20.0,151.50159234156558,208.2599465389122,1,P1->P19->P12->P9->P4->P2->P13->P17->P8->P20->P11->P10->P7->P15->P14->P18->P6->P5->P16->P3
26,w/o Abnormal,20,185.0,408.33333333333337,106.66666666666667,118.66666666666667,"P7,P12,P14,P8",25.0,181.25,20.0,145.07768205550295,165.09913594052617,1,P1->P15->P19->P12->P4->P9->P2->P20->P17->P8->P5->P13->P10->P11->P16->P7->P14->P6->P18->P3
26,w/o Complexity,20,193.0,421.6666666666667,142.77777777777774,109.33333333333333,"P8,P13,P16,P9",75.0,45.0,20.0,172.37418579453626,159.04117853025227,1,P1->P15->P4->P9->P8->P13->P2->P16->P20->P10->P11->P5->P17->P12->P19->P7->P14->P6->P3->P18
26,w/o Energy,20,224.0,473.3333333333334,97.22222222222223,111.66666666666667,"P8,P13,P16,P9",75.0,52.5,20.0,173.77549216671008,159.62703289996242,1,P1->P15->P4->P9->P8->P17->P13->P2->P16->P20->P10->P5->P12->P19->P7->P14->P6->P18->P3->P11
27,Full-Proposed-Balanced,20,236.0,493.3333333333333,208.0,256.9444444444444,"P8,P14,P20,P4",50.0,103.74999999999999,40.0,250.75447911726982,224.78582119631844,1,P2->P3->P1->P14->P19->P8->P17->P20->P18->P5->P4->P9->P15->P12->P11->P10->P6->P7->P16->P13
27,w/o Priority,20,232.0,486.6666666666667,324.6666666666667,296.3888888888889,"P6,P13,P20,P2",75.0,72.91666666666666,0.0,279.36162895106963,236.50369794596477,1,P7->P16->P1->P13->P3->P2->P6->P20->P17->P11->P18->P14->P15->P19->P9->P8->P12->P5->P4->P10
27,w/o Risk,20,296.0,593.3333333333334,215.00000000000006,439.1666666666667,"P6,P13,P20,P1",75.0,102.08333333333334,40.0,263.6692259405665,341.05979753780167,1,P10->P2->P16->P13->P1->P3->P6->P18->P12->P19->P8->P17->P20->P4->P9->P14->P15->P11->P5->P7
27,w/o Abnormal,20,209.0,448.3333333333334,229.0,337.7777777777778,"P8,P14,P20,P4",0.0,277.08333333333337,20.0,231.26025570060958,246.73729162898164,1,P2->P3->P1->P13->P16->P7->P6->P10->P18->P12->P11->P17->P8->P19->P14->P15->P9->P5->P4->P20
27,w/o Complexity,20,249.0,515.0,200.66666666666669,220.00000000000003,"P8,P14,P20,P4",50.0,115.00000000000001,20.0,230.47730908902716,224.97218724295703,1,P2->P3->P1->P14->P5->P4->P9->P19->P8->P18->P20->P11->P12->P15->P10->P6->P16->P7->P13->P17
27,w/o Energy,20,262.0,536.6666666666667,239.66666666666669,286.6666666666667,"P8,P14,P20,P4",50.0,142.91666666666669,40.0,278.53914517422436,256.50281942105227,1,P2->P3->P1->P14->P18->P5->P4->P8->P17->P20->P9->P19->P15->P12->P11->P10->P6->P7->P16->P13
28,Full-Proposed-Balanced,20,223.0,471.6666666666668,161.4814814814815,129.44444444444446,"P3,P14,P4,P2",75.0,91.25,40.0,186.87093040589056,195.98008427306593,1,P13->P18->P6->P11->P14->P3->P2->P9->P20->P16->P4->P15->P1->P8->P10->P5->P19->P12->P7->P17
28,w/o Priority,20,207.0,445.00000000000006,193.14814814814815,129.44444444444446,"P3,P14,P4,P2",75.0,97.08333333333336,40.0,211.99981143042953,195.8420982396384,1,P13->P18->P11->P6->P14->P3->P2->P9->P20->P1->P4->P15->P7->P16->P17->P10->P8->P5->P19->P12
28,w/o Risk,20,243.0,505.0,146.85185185185185,129.44444444444446,"P3,P14,P4,P2",75.0,113.33333333333334,40.0,182.51054157062038,202.6605999422588,1,P13->P18->P6->P11->P14->P3->P2->P9->P20->P16->P5->P8->P10->P4->P15->P1->P7->P19->P12->P17
28,w/o Abnormal,20,241.0,501.66666666666663,148.51851851851853,129.44444444444446,"P3,P14,P4,P2",75.0,117.08333333333334,40.0,183.18860795028732,197.65646004999616,1,P13->P18->P6->P11->P14->P3->P2->P9->P20->P16->P8->P10->P5->P1->P4->P15->P7->P19->P12->P17
28,w/o Complexity,20,230.0,483.3333333333333,128.5185185185185,89.44444444444446,"P3,P12,P4,P2",50.0,111.66666666666667,80.0,185.74693759130443,198.0394960794814,1,P13->P18->P14->P3->P2->P16->P20->P9->P4->P1->P8->P10->P5->P12->P19->P7->P15->P17->P6->P11
28,w/o Energy,20,265.0,541.6666666666667,167.22222222222223,156.66666666666666,"P3,P14,P4,P2",50.0,135.83333333333334,80.0,200.70744805385434,230.46801660110526,1,P13->P18->P6->P2->P3->P8->P10->P14->P5->P16->P20->P9->P4->P15->P1->P7->P12->P19->P11->P17
29,Full-Proposed-Balanced,20,208.0,446.66666666666663,192.7777777777778,133.00000000000003,"P6,P19,P8,P5",75.0,90.41666666666669,20.0,218.7642703754282,180.45647073452747,1,P13->P10->P12->P5->P8->P20->P19->P7->P6->P11->P2->P17->P4->P3->P18->P1->P9->P14->P16->P15
29,w/o Priority,20,211.0,451.66666666666663,227.22222222222226,172.33333333333334,"P7,P19,P9,P6",75.0,72.91666666666666,0.0,218.83948103666148,168.64470398777667,1,P13->P5->P12->P9->P20->P19->P7->P6->P11->P10->P15->P14->P17->P4->P8->P1->P3->P18->P16->P2
29,w/o Risk,20,201.0,435.0,155.55555555555557,249.33333333333334,"P7,P19,P9,P6",75.0,74.16666666666667,20.0,205.74893230083055,211.67520173249136,1,P13->P5->P12->P17->P9->P7->P6->P19->P11->P2->P10->P15->P16->P4->P3->P18->P20->P1->P8->P14
29,w/o Abnormal,20,202.0,436.66666666666663,119.44444444444446,124.66666666666667,"P6,P19,P8,P5",25.0,172.5,40.0,206.07382740396937,169.04798393427475,1,P13->P10->P12->P17->P20->P1->P8->P7->P19->P11->P2->P6->P3->P18->P4->P9->P14->P5->P16->P15
29,w/o Complexity,20,209.0,448.33333333333337,162.7777777777778,137.00000000000003,"P6,P19,P8,P5",50.0,100.41666666666669,20.0,214.14749778289865,171.07987719772905,1,P13->P10->P12->P5->P8->P20->P9->P17->P19->P7->P6->P2->P11->P15->P14->P16->P4->P3->P18->P1
29,w/o Energy,20,237.0,494.99999999999994,191.11111111111111,133.00000000000003,"P6,P19,P8,P5",75.0,90.41666666666669,20.0,222.93390753177536,181.66935885050265,1,P13->P10->P12->P5->P8->P20->P19->P7->P6->P2->P17->P4->P3->P18->P1->P9->P14->P15->P16->P11
