seed,method,completed_task_num,total_path_length,total_inspection_time,high_priority_avg_response_time,priority_weighted_completion_time,high_priority_top5_rate,abnormal_task_ids,abnormal_priority_rate,abnormal_avg_response_time,replanning_count,lambda_before_abnormal,lambda_after_abnormal,lambda_change,algorithm_runtime_ms,lambda_mean,lambda_min,lambda_max,lambda_std,task_sequence
0,AStarOnly,20,196.0,426.66666666666663,278.88888888888886,208.53083125537935,0.0,"P9,P14,P15,P8",50.0,107.50000000000001,0,0.0,0.0,0.0,37.646794982720166,0.0,0.0,0.0,0.0,P3->P12->P18->P11->P8->P14->P7->P17->P9->P20->P2->P13->P10->P4->P15->P1->P19->P16->P5->P6
0,Greedy-PADS,20,248.0,513.3333333333334,92.77777777777779,226.57915918668098,60.0,"P11,P15,P16,P10",25.0,202.5,1,0.0,0.0,0.0,35.827650979626924,0.0,0.0,0.0,0.0,P3->P6->P9->P17->P4->P15->P19->P16->P20->P13->P2->P7->P14->P11->P8->P5->P18->P12->P10->P1
0,RH-PADS,20,241.0,501.6666666666667,137.7777777777778,221.6671372432411,40.0,"P9,P13,P14,P8",50.0,70.0,1,0.0,0.0,0.0,728.2207529642619,0.0,0.0,0.0,0.0,P15->P4->P17->P9->P20->P13->P7->P14->P8->P11->P6->P3->P12->P1->P19->P16->P2->P10->P5->P18
0,RH-PADS-L,20,261.0,535.0,136.11111111111111,260.77186791896423,40.0,"P10,P14,P15,P8",50.0,85.83333333333331,1,0.0,0.0,0.0,345.8788259886205,0.0,0.0,0.0,0.0,P4->P9->P17->P10->P15->P1->P7->P14->P8->P11->P6->P5->P20->P13->P2->P19->P16->P3->P12->P18
0,A-RH-PADS,20,245.0,508.33333333333337,137.7777777777778,222.25984226708272,40.0,"P9,P13,P14,P8",50.0,70.0,1,0.6054342372038419,0.7902752630674345,0.18484102586359252,77.87380198715255,0.6202796847435659,0.48661539036110296,0.7902752630674345,0.10601067156738377,P15->P4->P17->P9->P20->P13->P7->P14->P8->P11->P6->P3->P12->P10->P1->P19->P16->P2->P5->P18
0,A-RH-PADS-L,20,235.0,491.6666666666666,115.55555555555559,240.5924836304402,40.0,"P10,P14,P16,P8",50.0,133.33333333333331,1,0.6054342372038419,0.7664960563206789,0.16106181911683692,64.95188100961968,0.6588082556184779,0.5149368659321194,0.7719967633036352,0.10541549241082722,P15->P4->P9->P17->P7->P14->P8->P6->P10->P20->P2->P13->P16->P19->P1->P3->P12->P18->P11->P5
0,Priority-Greedy,20,327.0,645.0000000000001,145.55555555555557,277.5266591228086,40.0,"P11,P15,P16,P10",25.0,257.9166666666667,1,0.0,0.0,0.0,33.33350399043411,0.0,0.0,0.0,0.0,P4->P9->P7->P15->P17->P20->P13->P6->P11->P5->P12->P3->P1->P10->P16->P19->P2->P14->P8->P18
1,AStarOnly,20,152.0,353.33333333333337,130.0,171.28220643360677,40.0,"P11,P17,P13,P14",25.0,157.08333333333331,0,0.0,0.0,0.0,36.00373398512602,0.0,0.0,0.0,0.0,P15->P16->P2->P13->P1->P6->P20->P3->P17->P10->P4->P12->P7->P11->P5->P8->P14->P9->P19->P18
1,Greedy-PADS,20,319.0,631.6666666666667,178.33333333333331,273.9998054630345,40.0,"P12,P16,P14,P15",50.0,184.58333333333331,1,0.0,0.0,0.0,36.35862597730011,0.0,0.0,0.0,0.0,P1->P6->P20->P17->P12->P14->P9->P4->P7->P11->P16->P13->P15->P5->P2->P3->P10->P19->P18->P8
1,RH-PADS,20,243.0,505.0,150.83333333333334,206.8027584576442,60.0,"P12,P17,P14,P15",50.0,130.83333333333331,1,0.0,0.0,0.0,714.1954609542154,0.0,0.0,0.0,0.0,P16->P1->P6->P17->P4->P12->P7->P11->P5->P9->P14->P18->P19->P15->P2->P13->P3->P20->P10->P8
1,RH-PADS-L,20,241.0,501.66666666666663,150.0,204.38687074669667,60.0,"P12,P17,P14,P15",50.0,132.91666666666663,1,0.0,0.0,0.0,331.8161650095135,0.0,0.0,0.0,0.0,P16->P1->P6->P17->P4->P12->P7->P11->P5->P19->P18->P14->P9->P15->P2->P13->P3->P20->P10->P8
1,A-RH-PADS,20,245.0,508.3333333333333,151.66666666666669,207.59645896829326,60.0,"P12,P17,P14,P15",50.0,131.66666666666666,1,0.6285605660952109,0.7914847177960888,0.16292415170087782,74.23776003997773,0.6751239053159565,0.47738899606425866,0.7914847177960888,0.11631828328843062,P16->P1->P6->P17->P4->P12->P7->P11->P5->P9->P14->P19->P18->P15->P2->P13->P3->P20->P10->P8
1,A-RH-PADS-L,20,241.0,501.6666666666667,150.0,203.52810273213777,60.0,"P12,P17,P14,P15",50.0,130.83333333333331,1,0.6285605660952109,0.7914847177960888,0.16292415170087782,59.78025496006012,0.6752074583195679,0.47738899606425866,0.7914847177960888,0.11631358516947858,P16->P1->P6->P17->P4->P12->P7->P11->P19->P18->P14->P9->P5->P15->P2->P13->P3->P20->P10->P8
1,Priority-Greedy,20,297.0,594.9999999999999,142.08333333333331,279.91823166198014,60.0,"P12,P16,P14,P15",100.0,80.00000000000003,1,0.0,0.0,0.0,36.58870101207867,0.0,0.0,0.0,0.0,P1->P17->P4->P12->P14->P16->P15->P7->P11->P13->P6->P20->P3->P2->P5->P19->P18->P9->P8->P10
2,AStarOnly,20,148.0,346.6666666666667,142.83333333333331,149.18086604443027,80.0,"P9,P2,P1,P14",25.0,126.25,0,0.0,0.0,0.0,31.365173985250294,0.0,0.0,0.0,0.0,P16->P20->P13->P5->P7->P3->P1->P2->P12->P10->P15->P8->P14->P18->P17->P4->P9->P6->P19->P11
2,Greedy-PADS,20,228.0,480.0,187.5,191.36740692766307,60.0,"P12,P2,P1,P16",75.0,111.24999999999999,1,0.0,0.0,0.0,31.57987998565659,0.0,0.0,0.0,0.0,P5->P7->P3->P1->P2->P10->P12->P15->P14->P18->P4->P17->P6->P20->P11->P16->P13->P9->P19->P8
2,RH-PADS,20,176.0,393.33333333333326,134.66666666666666,155.07072121944984,80.0,"P10,P2,P1,P15",75.0,76.25,1,0.0,0.0,0.0,609.9183069891296,0.0,0.0,0.0,0.0,P20->P13->P5->P7->P1->P2->P10->P15->P8->P14->P18->P17->P4->P6->P19->P9->P16->P3->P11->P12
2,RH-PADS-L,20,180.0,399.9999999999999,136.83333333333331,156.8535328725269,80.0,"P10,P2,P1,P15",75.0,76.25,1,0.0,0.0,0.0,293.92793599981815,0.0,0.0,0.0,0.0,P20->P13->P5->P7->P1->P2->P10->P15->P8->P14->P17->P4->P18->P6->P9->P19->P16->P3->P11->P12
2,A-RH-PADS,20,182.0,403.33333333333326,139.83333333333331,158.51798909027633,80.0,"P10,P2,P1,P15",75.0,76.25,1,0.6209489570795278,0.7926070554087769,0.17165809832924905,67.85232503898442,0.6489293112336487,0.4871336766673311,0.7989552406944957,0.09178141201974115,P20->P13->P5->P7->P1->P2->P10->P15->P8->P14->P17->P4->P9->P6->P19->P18->P12->P11->P3->P16
2,A-RH-PADS-L,20,206.0,443.3333333333333,150.16666666666666,176.4515423755864,80.0,"P10,P2,P1,P15",50.0,98.74999999999997,1,0.6209489570795278,0.7926070554087769,0.17165809832924905,54.02422102633864,0.6521576830800607,0.4871336766673311,0.7989552406944957,0.09475731136519772,P20->P13->P5->P7->P1->P15->P14->P10->P2->P17->P4->P9->P6->P19->P18->P8->P12->P11->P3->P16
2,Priority-Greedy,20,304.0,606.6666666666667,168.33333333333334,228.49482627130104,100.0,"P11,P2,P1,P15",100.0,93.33333333333334,1,0.0,0.0,0.0,30.921824974939227,0.0,0.0,0.0,0.0,P5->P20->P7->P11->P15->P1->P2->P14->P4->P18->P6->P13->P3->P10->P8->P17->P9->P19->P16->P12
3,AStarOnly,19,130.0,311.6666666666667,179.44444444444446,167.67391146664556,20.0,"P8,P16,P5,P12",50.0,97.91666666666666,0,0.0,0.0,0.0,44.80108997086063,0.0,0.0,0.0,0.0,P10->P6->P7->P1->P14->P16->P8->P9->P3->P12->P19->P18->P17->P13->P4->P15->P2->P20->P5
3,Greedy-PADS,19,189.0,410.00000000000006,126.11111111111113,156.76022171125678,40.0,"P6,P15,P5,P11",25.0,187.5,1,0.0,0.0,0.0,45.87997402995825,0.0,0.0,0.0,0.0,P10->P9->P16->P14->P8->P1->P15->P5->P2->P12->P19->P18->P17->P13->P4->P3->P7->P6->P20
3,RH-PADS,19,194.0,418.33333333333337,134.44444444444443,182.63061778053938,80.0,"P7,P15,P6,P11",75.0,121.25,1,0.0,0.0,0.0,907.3602900025435,0.0,0.0,0.0,0.0,P9->P16->P1->P15->P7->P6->P14->P3->P12->P17->P13->P18->P19->P2->P20->P5->P8->P4->P10
3,RH-PADS-L,19,184.0,401.6666666666667,136.38888888888889,175.3827101099751,80.0,"P7,P15,P6,P11",75.0,119.58333333333333,1,0.0,0.0,0.0,431.5463920356706,0.0,0.0,0.0,0.0,P9->P16->P1->P15->P14->P7->P6->P8->P3->P12->P18->P17->P13->P5->P2->P20->P19->P4->P10
3,A-RH-PADS,19,225.0,470.0,132.50000000000003,186.30153341602707,80.0,"P7,P15,P6,P11",25.0,157.5,1,0.6150619587961494,0.7766022737881964,0.1615403149920469,82.29716401547194,0.7349875694763561,0.6073694188696793,0.7785824552568493,0.05490353007864171,P9->P16->P1->P15->P3->P12->P8->P14->P7->P6->P2->P17->P13->P18->P4->P10->P19->P5->P20
3,A-RH-PADS-L,19,228.0,475.0,140.83333333333334,182.01536101315247,80.0,"P7,P15,P6,P11",25.0,158.33333333333331,1,0.6150619587961494,0.7766022737881964,0.1615403149920469,64.72696497803554,0.7378379193227237,0.6073694188696793,0.7767914153074763,0.056179471796815435,P9->P16->P1->P14->P15->P12->P3->P8->P7->P6->P2->P18->P19->P4->P17->P13->P20->P5->P10
3,Priority-Greedy,19,270.0,545.0,121.66666666666664,207.50583420143045,80.0,"P7,P15,P6,P11",50.0,203.33333333333331,1,0.0,0.0,0.0,45.535087992902845,0.0,0.0,0.0,0.0,P9->P1->P16->P15->P7->P12->P2->P13->P17->P5->P6->P14->P8->P3->P19->P18->P20->P4->P10
4,AStarOnly,20,180.0,400.00000000000006,216.6666666666667,199.48933476951882,0.0,"P13,P11,P6,P12",25.0,172.08333333333337,0,0.0,0.0,0.0,33.382727997377515,0.0,0.0,0.0,0.0,P20->P10->P9->P2->P13->P15->P18->P19->P16->P6->P5->P3->P8->P12->P7->P1->P4->P11->P17->P14
4,Greedy-PADS,20,299.0,598.3333333333334,196.66666666666669,295.4467512980284,0.0,"P13,P10,P6,P12",50.0,205.83333333333334,1,0.0,0.0,0.0,34.640512021724135,0.0,0.0,0.0,0.0,P20->P11->P9->P12->P6->P3->P5->P16->P8->P14->P19->P17->P10->P1->P7->P13->P15->P18->P2->P4
4,RH-PADS,20,223.0,471.6666666666667,123.33333333333331,206.0071086084917,0.0,"P13,P11,P6,P12",25.0,133.75,1,0.0,0.0,0.0,733.3280160091817,0.0,0.0,0.0,0.0,P20->P10->P9->P11->P17->P3->P16->P6->P5->P8->P12->P7->P1->P13->P15->P2->P18->P19->P14->P4
4,RH-PADS-L,20,256.0,526.6666666666667,85.0,218.66985891522893,20.0,"P13,P11,P7,P12",0.0,158.33333333333337,1,0.0,0.0,0.0,358.7685009697452,0.0,0.0,0.0,0.0,P20->P9->P3->P5->P6->P16->P19->P11->P17->P1->P7->P12->P8->P13->P15->P2->P10->P4->P14->P18
4,A-RH-PADS,20,223.0,471.6666666666667,123.33333333333331,206.0071086084917,0.0,"P13,P11,P6,P12",25.0,133.75,1,0.5943661344807052,0.7856242121471331,0.19125807766642788,71.45788002526388,0.6634754439283868,0.4843480745912913,0.7856242121471331,0.1210867499608305,P20->P10->P9->P11->P17->P3->P16->P6->P5->P8->P12->P7->P1->P13->P15->P2->P18->P19->P14->P4
4,A-RH-PADS-L,20,213.0,454.99999999999994,141.66666666666666,203.60922448484806,0.0,"P13,P10,P6,P12",25.0,134.58333333333331,1,0.5937215054459462,0.7723441193307524,0.17862261388480627,56.36985704768449,0.6559176264956105,0.4843480745912913,0.7861026478391008,0.11743957349147614,P20->P9->P11->P17->P6->P5->P3->P8->P12->P7->P1->P10->P13->P2->P15->P18->P19->P14->P16->P4
4,Priority-Greedy,20,312.0,619.9999999999999,193.33333333333334,251.94962744741528,0.0,"P12,P9,P6,P10",75.0,130.41666666666666,1,0.0,0.0,0.0,34.07979098847136,0.0,0.0,0.0,0.0,P20->P11->P17->P9->P12->P3->P6->P5->P16->P19->P15->P10->P1->P7->P8->P4->P13->P18->P2->P14
5,AStarOnly,20,207.0,445.0000000000001,194.72222222222226,210.95418778831691,40.0,"P7,P20,P1,P4",75.0,119.58333333333336,0,0.0,0.0,0.0,33.38334197178483,0.0,0.0,0.0,0.0,P16->P13->P8->P1->P4->P7->P11->P17->P5->P9->P6->P10->P18->P3->P12->P15->P14->P2->P19->P20
5,Greedy-PADS,20,289.0,581.6666666666667,135.00000000000003,232.0898492011354,80.0,"P8,P20,P1,P4",75.0,162.08333333333334,1,0.0,0.0,0.0,34.89787504076958,0.0,0.0,0.0,0.0,P14->P6->P10->P1->P8->P4->P7->P19->P9->P5->P18->P2->P15->P12->P16->P13->P17->P11->P20->P3
5,RH-PADS,20,255.0,525.0,111.11111111111113,197.62382083438467,80.0,"P8,P20,P1,P4",50.0,152.08333333333334,1,0.0,0.0,0.0,757.2008040151559,0.0,0.0,0.0,0.0,P14->P9->P6->P19->P1->P4->P7->P8->P5->P10->P18->P12->P15->P2->P16->P13->P17->P11->P20->P3
5,RH-PADS-L,20,263.0,538.3333333333333,105.27777777777777,205.6798279919902,80.0,"P8,P20,P1,P4",75.0,146.66666666666669,1,0.0,0.0,0.0,353.58899598941207,0.0,0.0,0.0,0.0,P14->P9->P6->P1->P4->P7->P8->P19->P5->P10->P18->P12->P15->P2->P16->P13->P17->P11->P20->P3
5,A-RH-PADS,20,263.0,538.3333333333333,105.27777777777777,205.6798279919902,80.0,"P8,P20,P1,P4",75.0,146.66666666666669,1,0.6416997900163667,0.7926188360714602,0.15091904605509354,75.03338699461892,0.7185786620755256,0.4764296269374744,0.7926188360714602,0.07320470792556774,P14->P9->P6->P1->P4->P7->P8->P19->P5->P10->P18->P12->P15->P2->P16->P13->P17->P11->P20->P3
5,A-RH-PADS-L,20,263.0,538.3333333333333,105.27777777777777,205.6798279919902,80.0,"P8,P20,P1,P4",75.0,146.66666666666669,1,0.6416997900163667,0.7926188360714602,0.15091904605509354,63.02305299323052,0.7185786620755256,0.4764296269374744,0.7926188360714602,0.07320470792556774,P14->P9->P6->P1->P4->P7->P8->P19->P5->P10->P18->P12->P15->P2->P16->P13->P17->P11->P20->P3
5,Priority-Greedy,20,337.0,661.6666666666669,143.61111111111111,259.0148577528715,80.0,"P9,P20,P1,P4",75.0,134.58333333333334,1,0.0,0.0,0.0,34.57957896171138,0.0,0.0,0.0,0.0,P14->P6->P7->P4->P9->P1->P19->P8->P17->P16->P18->P10->P12->P15->P5->P20->P11->P13->P2->P3
6,AStarOnly,20,162.0,369.99999999999994,193.66666666666666,214.07655380590572,40.0,"P6,P5,P2,P13",75.0,118.33333333333333,0,0.0,0.0,0.0,46.25054000644013,0.0,0.0,0.0,0.0,P17->P19->P10->P15->P5->P2->P6->P3->P8->P1->P11->P7->P18->P13->P20->P4->P12->P16->P14->P9
6,Greedy-PADS,20,233.0,488.33333333333337,180.0,185.48051362912747,40.0,"P7,P6,P2,P14",25.0,152.5,1,0.0,0.0,0.0,35.47855297802016,0.0,0.0,0.0,0.0,P10->P17->P5->P2->P20->P13->P18->P7->P12->P14->P16->P4->P9->P15->P6->P3->P8->P11->P1->P19
6,RH-PADS,20,240.0,500.00000000000006,132.66666666666669,161.6324278468451,40.0,"P7,P6,P2,P14",25.0,152.91666666666669,1,0.0,0.0,0.0,718.1561079923995,0.0,0.0,0.0,0.0,P10->P17->P5->P2->P15->P20->P13->P12->P16->P14->P18->P6->P3->P11->P8->P7->P9->P4->P19->P1
6,RH-PADS-L,20,201.0,435.00000000000006,134.33333333333334,161.14164127221395,40.0,"P7,P6,P2,P14",25.0,158.33333333333337,1,0.0,0.0,0.0,318.56790598249063,0.0,0.0,0.0,0.0,P10->P17->P5->P2->P15->P20->P13->P12->P16->P14->P9->P18->P6->P3->P11->P8->P1->P7->P4->P19
6,A-RH-PADS,20,239.0,498.33333333333337,169.0,168.518258990372,40.0,"P6,P5,P2,P13",75.0,95.00000000000001,1,0.6145142661892748,0.7893931483006795,0.17487888211140468,76.5919639961794,0.644951410526768,0.468765687170971,0.7931264945626876,0.11992057446879827,P10->P17->P20->P13->P5->P2->P18->P4->P12->P16->P9->P15->P6->P3->P11->P8->P1->P7->P14->P19
6,A-RH-PADS-L,20,217.0,461.6666666666667,192.33333333333337,168.70981132158727,20.0,"P6,P5,P2,P13",75.0,76.66666666666667,1,0.6145142661892748,0.7893931483006795,0.17487888211140468,60.93815201893449,0.6113200018546744,0.4546539293660632,0.7931264945626876,0.12027914382346577,P10->P17->P20->P13->P18->P2->P5->P15->P6->P3->P11->P8->P4->P12->P16->P14->P9->P7->P1->P19
6,Priority-Greedy,20,350.0,683.3333333333334,162.0,233.09068980363318,60.0,"P7,P6,P2,P14",25.0,310.83333333333337,1,0.0,0.0,0.0,35.702162014786154,0.0,0.0,0.0,0.0,P5->P10->P18->P20->P12->P16->P2->P3->P13->P17->P15->P6->P8->P11->P7->P9->P14->P4->P19->P1
7,AStarOnly,20,188.0,413.33333333333337,187.91666666666666,178.74193177674218,20.0,"P6,P15,P13,P16",50.0,105.41666666666666,0,0.0,0.0,0.0,30.95270600169897,0.0,0.0,0.0,0.0,P12->P5->P10->P4->P15->P13->P7->P2->P16->P14->P11->P19->P20->P6->P18->P17->P8->P1->P3->P9
7,Greedy-PADS,20,303.0,605.0,152.08333333333331,234.2525017535627,60.0,"P5,P14,P11,P15",75.0,97.08333333333334,1,0.0,0.0,0.0,34.292536962311715,0.0,0.0,0.0,0.0,P12->P20->P6->P11->P14->P15->P13->P7->P5->P1->P10->P4->P16->P2->P3->P8->P18->P9->P19->P17
7,RH-PADS,20,212.0,453.3333333333333,90.41666666666666,174.85837431448957,40.0,"P6,P14,P11,P16",75.0,90.83333333333334,1,0.0,0.0,0.0,646.5063530486077,0.0,0.0,0.0,0.0,P12->P3->P15->P13->P16->P14->P11->P20->P6->P4->P10->P5->P1->P18->P17->P8->P7->P2->P19->P9
7,RH-PADS-L,20,206.0,443.3333333333333,90.41666666666666,173.49128262954653,40.0,"P6,P14,P11,P16",75.0,90.83333333333334,1,0.0,0.0,0.0,297.3763110348955,0.0,0.0,0.0,0.0,P12->P3->P15->P13->P16->P14->P11->P20->P6->P5->P10->P1->P18->P17->P8->P4->P7->P2->P19->P9
7,A-RH-PADS,20,200.0,433.33333333333337,90.41666666666666,173.03269619702638,40.0,"P6,P14,P11,P16",75.0,90.83333333333334,1,0.6441907417713808,0.7910552642999983,0.14686452252861748,68.567500973586,0.6284954770066751,0.5171781610611519,0.7910552642999983,0.10637246919624672,P12->P3->P15->P13->P16->P14->P11->P20->P6->P18->P17->P1->P8->P5->P10->P4->P7->P2->P19->P9
7,A-RH-PADS-L,20,212.0,453.33333333333337,90.41666666666666,175.09504672158712,40.0,"P6,P14,P11,P16",75.0,90.83333333333334,1,0.6441907417713808,0.7910552642999983,0.14686452252861748,58.09361598221585,0.627787720751965,0.5100603076110954,0.7910552642999983,0.10751346377172886,P12->P3->P15->P13->P16->P14->P11->P20->P6->P4->P10->P5->P8->P18->P17->P1->P7->P2->P19->P9
7,Priority-Greedy,20,333.0,655.0,98.75000000000001,228.0804851360729,60.0,"P5,P14,P10,P15",75.0,120.83333333333333,1,0.0,0.0,0.0,30.977381975390017,0.0,0.0,0.0,0.0,P12->P20->P11->P15->P13->P5->P10->P3->P6->P14->P16->P4->P1->P18->P9->P2->P7->P19->P8->P17
8,AStarOnly,20,174.0,390.00000000000006,49.16666666666667,201.82130492764543,40.0,"P1,P8,P14,P7",0.0,299.58333333333337,0,0.0,0.0,0.0,32.767170981969684,0.0,0.0,0.0,0.0,P6->P4->P15->P5->P19->P3->P13->P20->P9->P16->P2->P11->P8->P18->P17->P1->P10->P12->P7->P14
8,Greedy-PADS,20,256.0,526.6666666666666,288.3333333333333,233.8565926427822,0.0,"P1,P6,P13,P5",50.0,112.5,1,0.0,0.0,0.0,34.75996700581163,0.0,0.0,0.0,0.0,P18->P17->P8->P6->P5->P19->P11->P13->P20->P9->P16->P10->P12->P1->P7->P14->P3->P4->P15->P2
8,RH-PADS,20,222.0,470.0,129.16666666666669,196.61164552856312,20.0,"P1,P9,P15,P7",25.0,197.5,1,0.0,0.0,0.0,704.7463060007431,0.0,0.0,0.0,0.0,P6->P4->P8->P18->P7->P10->P12->P9->P20->P13->P19->P5->P15->P11->P16->P2->P3->P17->P1->P14
8,RH-PADS-L,20,242.0,503.3333333333333,39.16666666666667,193.00602024732183,40.0,"P1,P8,P14,P7",25.0,172.91666666666666,1,0.0,0.0,0.0,326.37630600947887,0.0,0.0,0.0,0.0,P6->P4->P19->P8->P18->P10->P12->P7->P14->P9->P16->P20->P13->P3->P11->P15->P5->P17->P1->P2
8,A-RH-PADS,20,222.0,470.00000000000006,93.33333333333334,190.10646262002794,20.0,"P1,P7,P14,P5",25.0,146.66666666666666,1,0.6053252642529575,0.7689144155930571,0.16358915134009955,71.7292350018397,0.6511255919582358,0.4854689179179981,0.7756792808920907,0.11420604681864499,P8->P18->P6->P4->P5->P19->P11->P16->P14->P7->P10->P12->P1->P17->P3->P13->P20->P9->P2->P15
8,A-RH-PADS-L,20,218.0,463.3333333333333,139.16666666666669,181.50810869830198,20.0,"P1,P8,P14,P7",25.0,144.16666666666666,1,0.6046588315796123,0.773979927424243,0.16932109584463073,60.21903100190684,0.7086030094650038,0.4904709375864442,0.7766638518192338,0.09457598270748085,P6->P4->P18->P8->P17->P10->P12->P7->P14->P20->P13->P3->P19->P11->P2->P16->P9->P1->P5->P15
8,Priority-Greedy,20,308.0,613.3333333333333,78.33333333333334,223.84216696497563,40.0,"P1,P7,P14,P6",50.0,187.08333333333334,1,0.0,0.0,0.0,34.38301896676421,0.0,0.0,0.0,0.0,P19->P11->P4->P6->P18->P7->P10->P12->P17->P8->P13->P16->P9->P14->P20->P3->P1->P5->P15->P2
9,AStarOnly,20,153.0,355.00000000000006,185.55555555555554,165.88956889160423,20.0,"P13,P9,P14,P11",25.0,117.91666666666669,0,0.0,0.0,0.0,30.6129910168238,0.0,0.0,0.0,0.0,P4->P15->P10->P9->P5->P6->P8->P20->P3->P11->P14->P19->P1->P12->P2->P13->P7->P18->P16->P17
9,Greedy-PADS,20,253.0,521.6666666666667,365.00000000000006,260.1773005675334,0.0,"P13,P10,P14,P11",75.0,92.5,1,0.0,0.0,0.0,31.515917973592877,0.0,0.0,0.0,0.0,P15->P9->P5->P10->P13->P2->P14->P1->P12->P11->P17->P20->P3->P8->P16->P18->P7->P19->P4->P6
9,RH-PADS,20,198.0,430.00000000000006,187.7777777777778,172.08136398410085,40.0,"P13,P10,P14,P11",50.0,104.16666666666666,1,0.0,0.0,0.0,598.496126011014,0.0,0.0,0.0,0.0,P4->P15->P1->P14->P12->P2->P13->P10->P9->P6->P5->P20->P17->P3->P11->P19->P7->P18->P16->P8
9,RH-PADS-L,20,205.0,441.6666666666667,186.94444444444446,186.94064203718122,40.0,"P13,P10,P14,P11",50.0,104.58333333333333,1,0.0,0.0,0.0,300.74356897966936,0.0,0.0,0.0,0.0,P4->P15->P1->P14->P12->P13->P2->P10->P9->P6->P20->P3->P17->P16->P11->P19->P7->P18->P8->P5
9,A-RH-PADS,20,186.0,410.00000000000006,186.66666666666666,167.68921859216624,40.0,"P13,P10,P14,P11",50.0,120.83333333333333,1,0.6313287474723961,0.7814781092660182,0.15014936179362215,64.67899802373722,0.7317342042695765,0.4991138311505847,0.784282656902751,0.07544542673707273,P4->P15->P1->P14->P12->P2->P13->P10->P9->P5->P6->P20->P3->P17->P16->P18->P7->P19->P11->P8
9,A-RH-PADS-L,20,232.0,486.6666666666667,180.83333333333334,183.36046792949205,40.0,"P13,P10,P14,P11",75.0,97.08333333333333,1,0.6313287474723961,0.7814781092660182,0.15014936179362215,52.040111972019076,0.6801517233866464,0.5091907487242784,0.7833935258262024,0.10889076603915583,P4->P15->P1->P14->P12->P13->P10->P9->P5->P6->P20->P3->P17->P11->P7->P19->P16->P18->P8->P2
