map_type,seed,method,completed_task_num,total_path_length,total_inspection_time,high_priority_avg_response_time,priority_weighted_completion_time,high_priority_top5_rate,algorithm_runtime_ms,task_sequence
corridor,15,AStarOnly,20,166.0,376.66666666666663,242.08333333333334,213.19588967299902,20.0,19.14437796222046,P12->P7->P4->P18->P17->P10->P8->P1->P19->P13->P16->P5->P3->P20->P9->P11->P14->P15->P2->P6
corridor,15,Proposed-Balanced,20,291.0,585.0,227.5,228.70809072750296,40.0,19.633723015431315,P4->P8->P15->P18->P7->P10->P1->P13->P16->P19->P5->P9->P20->P11->P14->P2->P6->P3->P17->P12
corridor,15,RH-Proposed-v2,20,250.0,516.6666666666667,138.75,167.94668650572922,20.0,435.61997200595215,P4->P15->P1->P8->P16->P11->P9->P14->P2->P18->P7->P12->P10->P13->P20->P3->P5->P19->P6->P17
corridor,15,Priority-Greedy,20,279.0,565.0000000000001,96.25,176.5142675918582,80.0,19.629638991318643,P7->P15->P4->P9->P14->P11->P8->P1->P16->P2->P18->P10->P20->P13->P5->P19->P3->P6->P17->P12
corridor,15,TSP-2opt,20,146.0,343.3333333333333,172.5,203.95848066729226,20.0,28.972172003705055,P12->P7->P6->P2->P1->P19->P3->P20->P11->P9->P14->P13->P5->P16->P8->P15->P4->P18->P17->P10
corridor,15,DRF-RH-Full,20,248.0,513.3333333333333,140.83333333333334,166.9019195944997,20.0,64.05045604333282,P4->P15->P1->P8->P11->P9->P14->P16->P2->P18->P10->P7->P12->P19->P20->P3->P13->P5->P6->P17
corridor,15,DRF-RH-Light,20,226.0,476.66666666666663,140.41666666666669,166.56877175548996,40.0,41.768110007978976,P4->P15->P1->P8->P9->P14->P11->P16->P2->P18->P10->P17->P7->P12->P19->P20->P3->P13->P5->P6
corridor,16,AStarOnly,20,172.0,386.6666666666667,93.88888888888887,194.59091336827598,40.0,21.296045975759625,P6->P11->P4->P13->P20->P14->P17->P12->P16->P19->P3->P2->P9->P5->P8->P1->P10->P18->P7->P15
corridor,16,Proposed-Balanced,20,244.0,506.6666666666667,76.66666666666667,211.46848563741412,40.0,21.52812696294859,P6->P11->P13->P20->P1->P14->P2->P3->P8->P9->P5->P16->P12->P17->P10->P4->P18->P7->P15->P19
corridor,16,RH-Proposed-v2,20,203.0,438.3333333333333,58.888888888888886,175.50067408728114,60.0,457.1356489905156,P11->P6->P14->P20->P2->P3->P8->P5->P13->P1->P10->P4->P18->P15->P7->P17->P16->P12->P19->P9
corridor,16,Priority-Greedy,20,271.0,551.6666666666667,102.77777777777779,238.26287234817477,40.0,21.83547697495669,P11->P2->P8->P14->P1->P6->P20->P13->P5->P3->P19->P18->P15->P7->P4->P10->P17->P16->P12->P9
corridor,16,TSP-2opt,20,146.0,343.3333333333333,149.44444444444443,167.63210303307622,20.0,25.276506028603762,P15->P7->P18->P4->P11->P6->P14->P13->P20->P17->P16->P12->P19->P3->P9->P2->P5->P8->P1->P10
corridor,16,DRF-RH-Full,20,205.0,441.6666666666667,61.666666666666664,173.79218318977914,40.0,68.13584204064682,P11->P6->P14->P20->P13->P2->P3->P8->P5->P1->P10->P18->P15->P7->P4->P17->P16->P12->P19->P9
corridor,16,DRF-RH-Light,20,203.0,438.3333333333333,57.22222222222222,177.45129026931502,60.0,45.03688198747113,P11->P6->P14->P2->P3->P8->P5->P20->P13->P17->P1->P10->P18->P7->P15->P4->P16->P12->P19->P9
corridor,17,AStarOnly,20,131.0,318.3333333333333,150.27777777777777,155.1644537033274,20.0,17.385563987772912,P11->P9->P2->P16->P20->P17->P3->P5->P18->P19->P4->P7->P10->P1->P12->P6->P15->P13->P14->P8
corridor,17,Proposed-Balanced,20,245.0,508.33333333333337,162.50000000000003,202.48114460942182,40.0,17.96903501963243,P11->P20->P17->P18->P3->P10->P13->P12->P1->P15->P6->P14->P5->P9->P16->P19->P2->P7->P4->P8
corridor,17,RH-Proposed-v2,20,179.0,398.3333333333333,72.77777777777777,163.21294653929834,80.0,386.76741800736636,P9->P17->P3->P5->P12->P13->P14->P15->P1->P6->P18->P19->P4->P20->P7->P2->P16->P11->P10->P8
corridor,17,Priority-Greedy,20,221.0,468.33333333333337,73.33333333333333,188.53962941975524,100.0,17.933288007043302,P9->P5->P17->P3->P13->P14->P15->P12->P19->P4->P18->P2->P20->P6->P1->P8->P10->P11->P7->P16
corridor,17,TSP-2opt,20,107.0,278.33333333333337,149.16666666666669,148.43341072464113,20.0,22.26785395760089,P2->P16->P9->P11->P7->P4->P19->P18->P5->P3->P17->P20->P6->P14->P13->P15->P1->P10->P12->P8
corridor,17,DRF-RH-Full,20,179.0,398.3333333333333,70.55555555555556,162.47511919777185,80.0,60.934366018045694,P9->P17->P3->P5->P15->P14->P13->P12->P1->P6->P18->P19->P4->P20->P7->P11->P2->P16->P10->P8
corridor,17,DRF-RH-Light,20,183.0,405.0,68.88888888888889,159.11961028903505,100.0,40.88660702109337,P9->P17->P3->P5->P13->P14->P15->P6->P12->P10->P1->P18->P19->P4->P20->P7->P11->P2->P16->P8
corridor,18,AStarOnly,20,163.0,371.66666666666663,94.16666666666669,134.8559453116324,40.0,20.281573000829667,P20->P7->P18->P6->P9->P5->P10->P19->P2->P4->P17->P15->P1->P13->P8->P3->P11->P14->P12->P16
corridor,18,Proposed-Balanced,20,273.0,554.9999999999999,197.5,237.26683691793278,40.0,20.161268999800086,P6->P20->P7->P8->P11->P14->P4->P17->P13->P1->P10->P16->P19->P15->P18->P9->P5->P2->P3->P12
corridor,18,RH-Proposed-v2,20,243.0,505.0,160.83333333333334,190.99938823483683,20.0,460.13183798640966,P10->P4->P17->P15->P13->P1->P8->P11->P6->P18->P7->P20->P9->P5->P19->P2->P14->P3->P12->P16
corridor,18,Priority-Greedy,20,253.0,521.6666666666666,138.75,200.7072447791027,40.0,20.190931973047554,P10->P4->P8->P11->P17->P15->P18->P20->P9->P5->P7->P6->P19->P13->P1->P12->P14->P3->P2->P16
corridor,18,TSP-2opt,20,151.0,351.66666666666663,97.08333333333333,130.2137298374287,40.0,24.68249900266528,P20->P9->P5->P18->P7->P6->P10->P19->P2->P15->P17->P4->P1->P13->P8->P3->P14->P11->P12->P16
corridor,18,DRF-RH-Full,20,195.0,425.0,55.41666666666667,140.27991338057777,60.0,64.98801300767809,P20->P18->P10->P19->P4->P17->P15->P13->P8->P11->P14->P3->P1->P6->P7->P9->P5->P16->P2->P12
corridor,18,DRF-RH-Light,20,215.0,458.3333333333333,54.16666666666667,148.2122148473384,60.0,41.28870501881465,P20->P18->P10->P4->P17->P15->P13->P8->P3->P11->P1->P19->P6->P7->P9->P5->P16->P2->P12->P14
corridor,19,AStarOnly,20,136.0,326.6666666666667,169.58333333333334,150.9410432830182,0.0,20.268635009415448,P15->P12->P18->P8->P16->P13->P14->P9->P6->P1->P3->P2->P17->P20->P7->P11->P10->P19->P5->P4
corridor,19,Proposed-Balanced,20,208.0,446.6666666666667,231.25,213.22811929807966,20.0,20.501267979852855,P15->P9->P1->P3->P17->P11->P20->P19->P4->P2->P6->P13->P16->P8->P14->P18->P12->P7->P10->P5
corridor,19,RH-Proposed-v2,20,196.0,426.66666666666663,126.66666666666667,178.5356542406297,40.0,405.6531229871325,P15->P18->P13->P1->P9->P3->P2->P19->P20->P11->P7->P4->P6->P14->P8->P12->P16->P17->P10->P5
corridor,19,Priority-Greedy,20,214.0,456.66666666666674,171.66666666666669,240.19767005221945,40.0,19.573588971979916,P1->P19->P4->P3->P20->P11->P7->P2->P9->P6->P14->P13->P15->P18->P8->P12->P16->P17->P10->P5
corridor,19,TSP-2opt,20,116.0,293.3333333333333,154.16666666666666,147.44212422851507,0.0,25.2972089801915,P15->P12->P18->P8->P16->P13->P14->P6->P9->P1->P2->P10->P19->P5->P20->P11->P7->P17->P3->P4
corridor,19,DRF-RH-Full,20,198.0,430.0,125.0,164.46965926589917,40.0,69.93730395333841,P15->P18->P13->P14->P1->P9->P3->P2->P19->P20->P7->P11->P17->P4->P6->P8->P12->P16->P10->P5
corridor,19,DRF-RH-Light,20,208.0,446.66666666666663,152.91666666666669,179.94160567155458,20.0,42.42805001558736,P15->P14->P13->P18->P9->P1->P4->P3->P2->P19->P20->P7->P11->P17->P6->P8->P12->P16->P10->P5
room_corridor,0,AStarOnly,20,203.0,438.3333333333333,197.0,227.40809971981682,40.0,41.78070602938533,P1->P6->P7->P9->P19->P14->P18->P3->P2->P15->P16->P10->P5->P12->P20->P17->P8->P13->P4->P11
room_corridor,0,Proposed-Balanced,20,255.0,525.0,223.66666666666666,247.17455221588443,40.0,41.81099700508639,P18->P3->P2->P16->P15->P10->P5->P6->P7->P9->P14->P19->P1->P12->P17->P20->P8->P4->P11->P13
room_corridor,0,RH-Proposed-v2,20,300.0,599.9999999999999,140.0,232.47342862892677,60.0,953.2196950167418,P6->P3->P18->P2->P15->P16->P1->P14->P19->P4->P11->P12->P20->P17->P8->P13->P7->P9->P10->P5
room_corridor,0,Priority-Greedy,20,412.0,786.6666666666667,190.66666666666666,311.89097894525247,60.0,42.30156703852117,P2->P3->P18->P4->P11->P14->P6->P7->P1->P19->P16->P15->P17->P8->P12->P20->P13->P10->P9->P5
room_corridor,0,TSP-2opt,20,201.0,434.9999999999999,199.33333333333331,235.01539754491608,20.0,45.149844023399055,P9->P7->P6->P1->P14->P19->P3->P18->P13->P4->P11->P12->P20->P17->P8->P5->P15->P2->P16->P10
room_corridor,0,DRF-RH-Full,20,274.0,556.6666666666666,149.0,226.50533022392906,60.0,99.38488301122561,P6->P3->P18->P15->P2->P16->P1->P14->P19->P7->P9->P4->P11->P12->P20->P17->P8->P13->P10->P5
room_corridor,0,DRF-RH-Light,20,287.0,578.3333333333334,151.0,234.01095526080405,60.0,71.97821099543944,P6->P3->P18->P15->P2->P16->P1->P19->P14->P7->P9->P12->P4->P11->P20->P17->P8->P13->P5->P10
room_corridor,1,AStarOnly,20,228.0,480.0,328.75,277.5347493894343,0.0,48.445349966641515,P3->P19->P20->P18->P11->P1->P5->P2->P17->P15->P4->P7->P14->P13->P8->P12->P16->P6->P10->P9
room_corridor,1,Proposed-Balanced,20,287.0,578.3333333333334,310.0,295.26940411080966,20.0,46.605440962594,P5->P2->P17->P19->P16->P6->P10->P9->P12->P15->P4->P14->P7->P8->P13->P20->P18->P11->P1->P3
room_corridor,1,RH-Proposed-v2,20,333.0,655.0,118.75,243.19383390286393,80.0,986.017188988626,P14->P7->P15->P16->P12->P6->P10->P9->P19->P20->P18->P11->P1->P2->P5->P3->P17->P8->P13->P4
room_corridor,1,Priority-Greedy,20,383.0,738.3333333333334,160.83333333333334,302.36053969755704,80.0,45.498470950406045,P16->P14->P7->P15->P12->P6->P10->P9->P8->P2->P19->P20->P11->P1->P18->P5->P3->P17->P13->P4
room_corridor,1,TSP-2opt,20,244.0,506.6666666666666,248.74999999999994,250.31248753538637,0.0,51.51701800059527,P3->P19->P20->P18->P11->P1->P5->P15->P4->P7->P14->P13->P8->P12->P16->P6->P10->P9->P2->P17
room_corridor,1,DRF-RH-Full,20,307.0,611.6666666666666,118.75,238.8951610126786,80.0,110.9913939726539,P14->P7->P15->P16->P12->P6->P10->P9->P19->P20->P18->P11->P1->P2->P17->P5->P3->P8->P13->P4
room_corridor,1,DRF-RH-Light,20,323.0,638.3333333333334,118.75,244.17989108719607,80.0,79.39401501789689,P14->P7->P15->P16->P12->P6->P10->P9->P19->P20->P18->P11->P1->P13->P8->P5->P2->P17->P3->P4
room_corridor,2,AStarOnly,20,245.0,508.33333333333337,323.33333333333337,246.84113476415618,0.0,33.71542802779004,P19->P18->P16->P17->P5->P4->P11->P14->P8->P20->P12->P10->P3->P13->P2->P6->P7->P15->P9->P1
room_corridor,2,Proposed-Balanced,20,277.0,561.6666666666667,310.0,264.01357601303476,0.0,34.06340000219643,P19->P18->P5->P17->P16->P4->P11->P14->P20->P10->P12->P2->P7->P6->P15->P8->P13->P3->P9->P1
room_corridor,2,RH-Proposed-v2,20,311.0,618.3333333333334,137.5,238.98344721780842,20.0,777.3479460156523,P19->P14->P12->P20->P10->P13->P6->P7->P2->P17->P5->P16->P4->P11->P18->P8->P3->P9->P15->P1
room_corridor,2,Priority-Greedy,20,357.0,695.0,105.83333333333333,282.20482821536115,40.0,34.81738601112738,P19->P20->P12->P7->P14->P10->P13->P5->P17->P4->P11->P18->P16->P6->P9->P2->P15->P8->P3->P1
room_corridor,2,TSP-2opt,20,195.0,425.0,319.1666666666667,249.30917691029447,0.0,40.04086001077667,P1->P18->P11->P4->P5->P17->P16->P19->P14->P8->P12->P13->P3->P10->P20->P2->P15->P7->P6->P9
room_corridor,2,DRF-RH-Full,20,319.0,631.6666666666666,143.33333333333334,241.6395999884228,20.0,99.79101800126955,P19->P14->P20->P12->P10->P13->P6->P7->P2->P17->P5->P16->P4->P11->P18->P9->P8->P3->P15->P1
room_corridor,2,DRF-RH-Light,20,295.0,591.6666666666667,110.83333333333331,241.8080009551323,40.0,67.00456398539245,P19->P14->P20->P12->P7->P6->P2->P17->P5->P16->P18->P4->P11->P10->P13->P3->P8->P9->P15->P1
room_corridor,3,AStarOnly,20,212.0,453.33333333333337,279.58333333333337,231.38749211300942,20.0,39.502630999777466,P4->P11->P17->P12->P2->P15->P18->P5->P20->P13->P7->P9->P16->P10->P14->P1->P6->P19->P8->P3
room_corridor,3,Proposed-Balanced,20,250.0,516.6666666666666,255.41666666666666,243.44716643558556,40.0,43.06726501090452,P7->P13->P14->P1->P16->P10->P9->P11->P17->P4->P2->P18->P15->P12->P5->P20->P6->P19->P8->P3
room_corridor,3,RH-Proposed-v2,20,299.0,598.3333333333334,201.66666666666669,227.7444069742227,40.0,883.0582989612594,P14->P1->P13->P16->P10->P9->P2->P18->P15->P11->P17->P7->P6->P19->P8->P3->P20->P4->P12->P5
room_corridor,3,Priority-Greedy,20,517.0,961.6666666666667,191.25,281.34708006634156,40.0,43.048157007433474,P16->P14->P1->P13->P9->P11->P2->P18->P19->P17->P10->P7->P6->P3->P15->P12->P4->P20->P5->P8
room_corridor,3,TSP-2opt,20,213.0,455.0,262.9166666666667,238.39933235137707,0.0,52.849932049866766,P4->P11->P17->P9->P10->P16->P14->P1->P3->P8->P19->P6->P7->P13->P20->P12->P2->P15->P18->P5
room_corridor,3,DRF-RH-Full,20,319.0,631.6666666666669,185.83333333333337,237.04947559643384,40.0,97.81631198711693,P16->P13->P14->P1->P9->P2->P15->P18->P11->P17->P7->P19->P8->P3->P6->P10->P20->P4->P12->P5
room_corridor,3,DRF-RH-Light,20,321.0,635.0000000000001,187.91666666666669,236.4028847827243,40.0,71.40912802424282,P16->P13->P14->P1->P9->P2->P15->P18->P11->P17->P20->P7->P19->P8->P3->P6->P10->P4->P12->P5
room_corridor,4,AStarOnly,20,252.0,520.0,246.94444444444446,282.8930758593862,40.0,43.822741019539535,P16->P10->P14->P5->P8->P11->P2->P9->P12->P17->P7->P3->P15->P20->P6->P1->P18->P4->P13->P19
room_corridor,4,Proposed-Balanced,20,250.0,516.6666666666667,230.0,271.45284225254886,40.0,44.31988199939951,P16->P2->P12->P9->P14->P5->P8->P11->P10->P7->P3->P17->P15->P20->P6->P4->P18->P1->P13->P19
room_corridor,4,RH-Proposed-v2,20,316.0,626.6666666666666,155.83333333333334,227.89437837296066,60.0,905.7994629838504,P16->P2->P12->P9->P5->P8->P13->P19->P4->P20->P6->P18->P1->P14->P11->P7->P15->P17->P3->P10
room_corridor,4,Priority-Greedy,20,406.0,776.6666666666666,147.2222222222222,247.3607747732427,80.0,41.88719199737534,P2->P12->P5->P8->P19->P13->P4->P6->P20->P16->P15->P7->P3->P14->P11->P9->P18->P1->P10->P17
room_corridor,4,TSP-2opt,20,240.0,499.99999999999994,219.44444444444443,235.26944939105078,20.0,50.02345400862396,P4->P18->P1->P6->P20->P10->P14->P5->P8->P11->P16->P2->P9->P12->P7->P3->P17->P15->P13->P19
room_corridor,4,DRF-RH-Full,20,302.0,603.3333333333334,158.61111111111111,227.4772282766897,60.0,103.26380503829569,P16->P2->P12->P9->P5->P8->P11->P13->P19->P4->P20->P6->P18->P1->P14->P7->P15->P17->P3->P10
room_corridor,4,DRF-RH-Light,20,314.0,623.3333333333334,161.3888888888889,229.28985493412105,80.0,72.8951150085777,P2->P12->P16->P5->P8->P11->P14->P6->P4->P20->P1->P18->P13->P19->P9->P7->P15->P17->P3->P10
room_corridor,5,AStarOnly,20,235.0,491.66666666666663,216.16666666666669,236.66674385865446,80.0,41.527652996592224,P1->P12->P10->P18->P6->P2->P14->P13->P3->P17->P15->P11->P20->P4->P16->P8->P7->P19->P9->P5
room_corridor,5,Proposed-Balanced,20,275.0,558.3333333333334,199.6666666666667,246.2236215362443,100.0,40.567553020082414,P6->P18->P10->P12->P14->P17->P15->P3->P11->P20->P13->P19->P5->P9->P4->P16->P8->P7->P1->P2
room_corridor,5,RH-Proposed-v2,20,289.0,581.6666666666667,159.33333333333334,215.00456813829348,100.0,849.4001849903725,P12->P10->P6->P18->P14->P17->P15->P3->P11->P8->P7->P16->P4->P19->P5->P9->P13->P20->P1->P2
room_corridor,5,Priority-Greedy,20,439.0,831.6666666666667,206.33333333333334,288.05190820705735,100.0,44.54303102102131,P6->P10->P12->P14->P17->P15->P11->P7->P8->P5->P19->P16->P18->P1->P3->P20->P4->P9->P13->P2
room_corridor,5,TSP-2opt,20,253.0,521.6666666666666,300.83333333333337,281.7827258164006,40.0,63.629683980252594,P1->P20->P11->P15->P17->P13->P3->P14->P7->P8->P16->P4->P19->P9->P5->P12->P6->P18->P10->P2
room_corridor,5,DRF-RH-Full,20,289.0,581.6666666666667,157.00000000000003,213.5325744536671,100.0,94.71346897771582,P12->P10->P18->P6->P14->P17->P15->P3->P11->P8->P7->P16->P4->P19->P5->P9->P13->P20->P1->P2
room_corridor,5,DRF-RH-Light,20,261.0,535.0,173.33333333333337,213.91353375923075,100.0,67.75574403582141,P12->P10->P18->P6->P14->P3->P15->P17->P13->P8->P7->P16->P4->P19->P5->P9->P11->P20->P1->P2
room_corridor,6,AStarOnly,20,230.0,483.3333333333333,210.83333333333331,232.96449710926794,40.0,32.68175799166784,P12->P16->P19->P4->P14->P3->P15->P11->P10->P9->P2->P18->P20->P17->P13->P1->P8->P7->P6->P5
room_corridor,6,Proposed-Balanced,20,253.0,521.6666666666667,204.16666666666666,231.71696806049295,40.0,32.7613620320335,P12->P16->P19->P4->P14->P3->P18->P20->P17->P10->P2->P9->P15->P1->P13->P11->P8->P5->P7->P6
room_corridor,6,RH-Proposed-v2,20,285.0,575.0,162.08333333333334,205.61732641469604,80.0,739.1304490156472,P12->P14->P18->P20->P13->P15->P1->P9->P2->P10->P11->P3->P8->P5->P6->P7->P16->P19->P4->P17
room_corridor,6,Priority-Greedy,20,372.0,719.9999999999999,144.16666666666669,224.01085914017307,100.0,35.0124150281772,P12->P18->P20->P13->P1->P2->P9->P14->P5->P16->P15->P10->P17->P3->P11->P8->P6->P19->P4->P7
room_corridor,6,TSP-2opt,20,217.0,461.66666666666663,233.54166666666666,248.99047337458936,40.0,43.36436802987009,P16->P19->P4->P12->P5->P15->P11->P10->P9->P2->P1->P18->P20->P17->P13->P3->P14->P8->P7->P6
room_corridor,6,DRF-RH-Full,20,277.0,561.6666666666666,154.79166666666669,199.9072208100162,80.0,84.86593997804448,P12->P14->P18->P20->P13->P15->P1->P9->P10->P2->P11->P3->P8->P5->P16->P19->P4->P6->P7->P17
room_corridor,6,DRF-RH-Light,20,281.0,568.3333333333333,155.62500000000003,201.10808497538105,80.0,58.060926967300475,P12->P14->P18->P20->P13->P1->P15->P10->P9->P2->P11->P3->P5->P8->P16->P19->P4->P6->P7->P17
room_corridor,7,AStarOnly,20,193.0,421.66666666666674,179.33333333333331,198.37245168114347,40.0,37.837490963283926,P3->P17->P20->P2->P10->P4->P13->P14->P9->P6->P18->P5->P19->P16->P8->P11->P1->P12->P15->P7
room_corridor,7,Proposed-Balanced,20,254.0,523.3333333333334,179.66666666666669,225.7164623055007,40.0,36.91667097155005,P3->P17->P2->P10->P4->P13->P6->P9->P5->P18->P14->P16->P19->P8->P11->P1->P12->P15->P7->P20
room_corridor,7,RH-Proposed-v2,20,264.0,540.0,83.00000000000001,247.64051886068773,80.0,773.6951939878054,P17->P2->P13->P16->P8->P12->P1->P11->P15->P7->P3->P4->P10->P19->P5->P9->P6->P18->P14->P20
room_corridor,7,Priority-Greedy,20,388.0,746.6666666666665,173.33333333333334,320.79395261613587,60.0,36.30391199840233,P13->P16->P12->P8->P7->P4->P2->P17->P3->P10->P5->P6->P9->P19->P20->P11->P1->P15->P14->P18
room_corridor,7,TSP-2opt,20,212.0,453.3333333333334,130.33333333333331,196.34891125519462,60.0,41.6237449971959,P17->P20->P2->P3->P13->P14->P18->P6->P9->P5->P19->P16->P12->P1->P11->P8->P15->P7->P4->P10
room_corridor,7,DRF-RH-Full,20,268.0,546.6666666666667,83.00000000000001,249.4003991285352,80.0,90.6294789747335,P17->P2->P13->P16->P8->P12->P1->P11->P15->P7->P3->P4->P10->P5->P9->P6->P18->P14->P19->P20
room_corridor,7,DRF-RH-Light,20,229.0,481.66666666666674,132.0,209.08219288266642,60.0,64.75690001389012,P17->P3->P13->P2->P20->P4->P10->P19->P16->P8->P11->P12->P1->P15->P7->P5->P9->P6->P18->P14
room_corridor,8,AStarOnly,20,234.0,490.0,262.77777777777777,237.38919728041432,20.0,42.66221000580117,P19->P4->P10->P16->P9->P11->P14->P20->P2->P13->P5->P15->P7->P6->P18->P17->P12->P3->P1->P8
room_corridor,8,Proposed-Balanced,20,337.0,661.6666666666666,265.0,318.39356977211725,60.0,43.13171695685014,P20->P2->P13->P5->P15->P7->P4->P16->P11->P9->P10->P14->P17->P18->P12->P6->P8->P1->P3->P19
room_corridor,8,RH-Proposed-v2,20,312.0,620.0,219.1666666666667,279.84283749124404,40.0,986.074992979411,P11->P9->P20->P8->P6->P17->P12->P18->P2->P13->P5->P15->P7->P4->P16->P10->P14->P19->P1->P3
room_corridor,8,Priority-Greedy,20,458.0,863.3333333333333,241.11111111111111,373.26612565135156,80.0,45.114331995137036,P8->P17->P2->P5->P11->P9->P16->P1->P6->P20->P13->P15->P7->P4->P10->P14->P19->P18->P12->P3
room_corridor,8,TSP-2opt,20,217.0,461.6666666666667,233.88888888888883,214.74513335967788,20.0,47.4229299579747,P19->P4->P14->P11->P9->P16->P10->P2->P13->P20->P6->P18->P12->P17->P8->P1->P3->P5->P15->P7
room_corridor,8,DRF-RH-Full,20,322.0,636.6666666666666,241.66666666666666,268.6189256435906,40.0,106.42975498922169,P11->P9->P16->P2->P20->P8->P6->P17->P12->P18->P5->P15->P7->P4->P10->P14->P19->P13->P1->P3
room_corridor,8,DRF-RH-Light,20,312.0,620.0000000000001,243.05555555555557,255.31355112545026,40.0,74.86777997110039,P11->P9->P16->P10->P2->P20->P8->P6->P18->P17->P12->P5->P7->P15->P4->P14->P19->P13->P1->P3
room_corridor,9,AStarOnly,20,198.0,429.99999999999994,263.6111111111111,239.55638739338988,0.0,38.97300997050479,P10->P19->P7->P15->P17->P8->P14->P4->P2->P12->P1->P18->P20->P16->P11->P13->P3->P6->P5->P9
room_corridor,9,Proposed-Balanced,20,279.0,565.0000000000001,144.16666666666669,229.5485654427711,60.0,41.41539300326258,P4->P12->P1->P20->P16->P18->P11->P13->P9->P6->P5->P14->P8->P17->P15->P7->P10->P19->P2->P3
room_corridor,9,RH-Proposed-v2,20,352.0,686.6666666666666,164.72222222222226,246.15038460325204,80.0,922.1482690190896,P4->P12->P18->P20->P14->P6->P9->P8->P17->P7->P19->P10->P1->P11->P3->P13->P16->P2->P5->P15
room_corridor,9,Priority-Greedy,20,427.0,811.6666666666666,157.22222222222223,299.4830000513501,80.0,42.007598967757076,P4->P20->P12->P6->P9->P18->P11->P8->P14->P1->P16->P2->P10->P19->P17->P7->P15->P5->P13->P3
room_corridor,9,TSP-2opt,20,184.0,406.66666666666663,246.38888888888889,225.73141435176942,0.0,44.2097139894031,P10->P19->P7->P15->P8->P17->P14->P2->P4->P12->P18->P1->P20->P16->P11->P13->P3->P6->P5->P9
room_corridor,9,DRF-RH-Full,20,315.0,624.9999999999999,170.0,235.90512356103218,80.0,95.76688299421221,P4->P12->P18->P20->P1->P14->P6->P9->P8->P17->P7->P15->P19->P10->P2->P11->P13->P3->P16->P5
room_corridor,9,DRF-RH-Light,20,303.0,605.0,162.50000000000003,232.51607120328285,80.0,71.50922302389517,P4->P12->P18->P1->P20->P6->P9->P14->P19->P10->P8->P17->P15->P7->P11->P13->P3->P16->P2->P5
