seed,method,completed_task_num,total_planned_path_length,vehicle_trajectory_length,vehicle_execution_time,total_inspection_time,high_priority_avg_response_time,abnormal_avg_response_time,abnormal_priority_rate,heading_change_sum,goal_success_rate,trajectory_to_plan_ratio,failed_task_num,unreachable_task_num,follower_failed_num,adapter_failed_num,task_sequence
14,Priority-Greedy,20,317.0,293.07906679061307,569.7999999999998,669.7999999999998,142.04285714285714,0.0,0.0,190.01041534052638,100.0,0.9245396428725964,0,0,0,0,P15->P19->P14->P12->P17->P16->P10->P11->P20->P4->P5->P9->P7->P3->P2->P18->P8->P13->P6->P1
15,AStarOnly,20,177.0,157.3887681354517,322.3,422.30000000000007,194.58,0.0,0.0,146.92506697089496,100.0,0.8892020798613091,0,0,0,0,P16->P7->P11->P2->P6->P20->P4->P12->P19->P17->P8->P3->P15->P5->P9->P13->P10->P18->P14->P1
15,Proposed-Balanced,20,206.0,184.74687117001375,378.1,478.1,162.46,0.0,0.0,165.52610966396855,100.0,0.8968294716990959,0,0,0,0,P16->P20->P4->P6->P7->P11->P19->P17->P8->P3->P13->P10->P18->P12->P2->P14->P1->P15->P5->P9
15,RH-v2-Light,20,246.0,223.92257967877146,449.30000000000007,549.3,134.96,0.0,0.0,177.74583164132991,100.0,0.9102543889380953,0,0,0,0,P16->P7->P20->P4->P13->P19->P17->P8->P6->P10->P18->P12->P11->P14->P1->P15->P5->P3->P9->P2
15,TSP-2opt,20,183.0,165.30258730315686,332.0,431.99999999999994,196.82,0.0,0.0,136.65365501517743,100.0,0.9032928267932069,0,0,0,0,P16->P7->P11->P2->P6->P20->P4->P12->P19->P17->P8->P3->P15->P5->P13->P10->P18->P9->P1->P14
15,Priority-Greedy,20,322.0,294.5091100333431,583.9,683.9,106.88000000000002,0.0,0.0,211.10779377797618,100.0,0.9146245653209414,0,0,0,0,P20->P4->P13->P6->P19->P14->P16->P7->P10->P8->P17->P3->P15->P1->P11->P18->P12->P2->P5->P9
16,AStarOnly,20,162.0,147.49824144863553,292.8,392.8,117.3,0.0,0.0,110.32638096884709,100.0,0.9104829719051576,0,0,0,0,P6->P13->P10->P11->P4->P19->P2->P1->P12->P5->P14->P3->P20->P9->P7->P18->P16->P15->P17->P8
16,Proposed-Balanced,20,208.0,185.85761334551867,371.70000000000005,471.70000000000005,172.49999999999997,0.0,0.0,142.44740148772837,100.0,0.8935462180073013,0,0,0,0,P6->P16->P15->P18->P7->P12->P19->P4->P11->P14->P20->P9->P3->P5->P1->P2->P10->P13->P17->P8
16,RH-v2-Light,20,223.0,203.76721545713067,409.3,509.30000000000007,81.8,0.0,0.0,160.28591690438654,100.0,0.9137543294041734,0,0,0,0,P13->P4->P11->P19->P12->P5->P20->P9->P3->P14->P18->P7->P16->P15->P17->P8->P1->P2->P10->P6
16,TSP-2opt,20,179.0,159.7057278161963,319.8999999999999,419.8999999999999,117.3,0.0,0.0,123.28451314780084,100.0,0.8922107699228843,0,0,0,0,P6->P13->P10->P11->P4->P19->P14->P12->P5->P2->P1->P18->P7->P16->P15->P17->P8->P9->P20->P3
16,Priority-Greedy,20,279.0,253.28590637891384,494.3,594.3000000000001,73.5,0.0,0.0,166.9977858994176,100.0,0.90783478988858,0,0,0,0,P4->P19->P11->P20->P9->P12->P18->P15->P16->P17->P7->P8->P1->P3->P5->P14->P10->P13->P6->P2
17,AStarOnly,20,167.0,151.49254347691033,301.1,401.1,253.2,0.0,0.0,117.08108544710733,100.0,0.9071409789036546,0,0,0,0,P9->P10->P5->P8->P4->P6->P3->P14->P19->P1->P15->P17->P13->P7->P18->P12->P2->P16->P20->P11
17,Proposed-Balanced,20,173.0,155.26962445210143,312.69999999999993,412.70000000000005,412.70000000000005,0.0,0.0,130.63422456491642,100.0,0.8975122800699504,0,0,0,0,P5->P11->P8->P4->P10->P9->P20->P2->P12->P16->P14->P1->P17->P19->P3->P6->P13->P7->P15->P18
17,RH-v2-Light,20,215.0,194.9158939002152,388.7,488.69999999999993,204.0,0.0,0.0,148.64203233068508,100.0,0.9065855530242567,0,0,0,0,P5->P11->P8->P4->P10->P2->P12->P18->P17->P1->P14->P3->P6->P13->P7->P20->P16->P9->P19->P15
17,TSP-2opt,20,147.0,134.43444589229534,267.6,367.6000000000001,291.40000000000003,0.0,0.0,100.47704334517077,100.0,0.9145200400836417,0,0,0,0,P9->P10->P5->P8->P4->P11->P6->P3->P14->P19->P1->P15->P17->P13->P7->P18->P12->P2->P16->P20
17,Priority-Greedy,20,273.0,251.10973777488243,493.90000000000003,593.9,167.10000000000002,0.0,0.0,175.20055731246103,100.0,0.9198158892852837,0,0,0,0,P5->P11->P12->P2->P18->P17->P10->P20->P16->P1->P4->P8->P3->P14->P6->P13->P7->P9->P19->P15
18,AStarOnly,20,184.0,162.8558220883317,338.0,438.00000000000006,266.02500000000003,0.0,0.0,151.89788116607087,100.0,0.8850859896104984,0,0,0,0,P18->P9->P12->P6->P8->P14->P11->P10->P16->P5->P19->P15->P3->P1->P13->P17->P4->P20->P7->P2
18,Proposed-Balanced,20,242.0,215.41024700845352,435.8,535.8000000000001,232.22500000000005,0.0,0.0,187.38707730468647,100.0,0.8901249876382377,0,0,0,0,P18->P12->P6->P14->P7->P16->P5->P19->P15->P3->P1->P10->P11->P20->P8->P9->P2->P13->P17->P4
18,RH-v2-Light,20,257.0,233.18647535216388,470.6,570.6,185.975,0.0,0.0,193.48393218773364,100.0,0.9073403710200929,0,0,0,0,P18->P12->P6->P14->P7->P16->P5->P19->P3->P1->P10->P2->P4->P17->P13->P15->P11->P8->P20->P9
18,TSP-2opt,20,184.0,162.8558220883317,338.0,438.00000000000006,266.02500000000003,0.0,0.0,151.89788116607087,100.0,0.8850859896104984,0,0,0,0,P18->P9->P12->P6->P8->P14->P11->P10->P16->P5->P19->P15->P3->P1->P13->P17->P4->P20->P7->P2
18,Priority-Greedy,20,345.0,286.4417037355929,563.8000000000001,663.8000000000001,118.75,0.0,0.0,210.3703007818084,100.0,0.8302658079292549,0,0,0,0,P7->P16->P5->P19->P4->P18->P14->P3->P1->P6->P12->P20->P2->P10->P15->P17->P13->P8->P11->P9
19,AStarOnly,20,158.0,142.05236735076454,297.8,397.8,195.21999999999997,0.0,0.0,141.59153092158328,100.0,0.8990656161440794,0,0,0,0,P15->P17->P14->P2->P3->P5->P4->P1->P18->P16->P11->P13->P10->P20->P12->P8->P9->P19->P6->P7
19,Proposed-Balanced,20,194.0,176.35457557014425,357.30000000000007,457.3,73.76,0.0,0.0,153.661735211325,100.0,0.9090442039698157,0,0,0,0,P4->P18->P16->P11->P20->P12->P8->P9->P19->P13->P2->P3->P17->P15->P14->P5->P10->P1->P6->P7
19,RH-v2-Light,20,221.0,202.1861931336572,402.2,502.2,72.72,0.0,0.0,153.27831299058843,100.0,0.9148696521884941,0,0,0,0,P4->P18->P16->P11->P20->P8->P12->P10->P3->P2->P15->P17->P14->P5->P6->P7->P19->P9->P13->P1
19,TSP-2opt,20,164.0,149.055484682601,304.80000000000007,404.8,209.33999999999997,0.0,0.0,131.4096938482392,100.0,0.9088749066012256,0,0,0,0,P15->P17->P14->P2->P3->P5->P16->P11->P13->P18->P4->P1->P10->P20->P12->P8->P9->P19->P6->P7
19,Priority-Greedy,20,286.0,260.97353297777494,520.4999999999999,620.4999999999999,93.75999999999999,0.0,0.0,201.25756335018352,100.0,0.9124948705516606,0,0,0,0,P4->P16->P20->P8->P11->P18->P3->P2->P15->P6->P7->P5->P10->P12->P13->P14->P17->P1->P19->P9
20,AStarOnly,20,168.0,154.54648733084505,307.20000000000005,407.2000000000001,184.50000000000006,0.0,0.0,112.43969350976897,100.0,0.9199195674455063,0,0,0,0,P17->P19->P15->P4->P16->P10->P7->P9->P6->P1->P14->P13->P8->P12->P18->P3->P11->P5->P2->P20
20,Proposed-Balanced,20,172.0,158.02530896620365,315.09999999999997,415.1,135.74,0.0,0.0,117.16850451556,100.0,0.9187517963151375,0,0,0,0,P17->P19->P15->P9->P7->P18->P4->P16->P10->P14->P1->P20->P2->P11->P3->P5->P13->P8->P12->P6
20,RH-v2-Light,20,210.0,192.62301044147563,389.29999999999995,489.29999999999995,121.66,0.0,0.0,155.0892826839276,100.0,0.9172524306736934,0,0,0,0,P17->P19->P15->P7->P9->P18->P13->P11->P5->P20->P2->P1->P6->P14->P4->P12->P8->P3->P16->P10
20,TSP-2opt,20,149.0,135.39384613678047,272.0,372.0,133.66000000000003,0.0,0.0,109.3870017720464,100.0,0.908683531119332,0,0,0,0,P17->P19->P15->P4->P16->P10->P7->P9->P14->P6->P1->P20->P2->P11->P3->P5->P13->P8->P12->P18
20,Priority-Greedy,20,273.0,248.70867151042887,492.3,592.3000000000001,115.86000000000001,0.0,0.0,179.40586299954418,100.0,0.9110207747634758,0,0,0,0,P17->P15->P19->P20->P1->P7->P9->P11->P5->P13->P18->P4->P2->P14->P6->P10->P12->P8->P3->P16
21,AStarOnly,20,144.0,124.55618935000773,254.70000000000002,354.7,191.69999999999996,0.0,0.0,108.21500686551046,100.0,0.8649735371528314,0,0,0,0,P16->P12->P18->P10->P8->P15->P2->P1->P9->P19->P11->P7->P20->P4->P6->P17->P3->P5->P13->P14
21,Proposed-Balanced,20,210.0,191.43475853562379,379.6,479.6,155.75000000000003,0.0,0.0,138.0654831723056,100.0,0.9115940882648752,0,0,0,0,P12->P8->P10->P15->P2->P7->P20->P4->P5->P13->P3->P17->P14->P1->P9->P11->P19->P18->P16->P6
21,RH-v2-Light,20,216.0,197.57417905597563,389.20000000000005,489.20000000000005,145.23333333333332,0.0,0.0,139.0133540628333,100.0,0.9146952734072946,0,0,0,0,P12->P8->P10->P15->P7->P20->P4->P5->P13->P3->P14->P11->P19->P2->P1->P9->P18->P16->P17->P6
21,TSP-2opt,20,142.0,123.11671645247348,246.40000000000003,346.4,188.31666666666663,0.0,0.0,98.152850806184,100.0,0.8670191299469964,0,0,0,0,P16->P12->P18->P10->P8->P15->P2->P1->P9->P19->P11->P7->P20->P4->P6->P17->P13->P3->P5->P14
21,Priority-Greedy,20,294.0,266.82629232931134,520.2,620.1999999999999,140.3,0.0,0.0,181.97115292319637,100.0,0.9075724228888141,0,0,0,0,P8->P12->P11->P5->P13->P7->P20->P15->P10->P2->P18->P16->P14->P3->P4->P19->P9->P1->P17->P6
22,AStarOnly,20,202.0,179.51907793003704,351.50000000000006,451.49999999999994,266.37499999999994,0.0,0.0,122.47926932226757,100.0,0.8887083065843417,0,0,0,0,P14->P20->P12->P6->P2->P7->P3->P8->P16->P13->P4->P18->P11->P15->P19->P1->P5->P10->P17->P9
22,Proposed-Balanced,20,227.0,191.6316840633213,388.20000000000005,488.20000000000005,171.375,0.0,0.0,161.44810071831935,100.0,0.8441924408075828,0,0,0,0,P14->P6->P2->P7->P9->P3->P18->P13->P16->P15->P19->P1->P10->P5->P17->P4->P8->P11->P12->P20
22,RH-v2-Light,20,232.0,208.5740339696776,411.8,511.8,150.55,0.0,0.0,155.62120833461185,100.0,0.8990260084899897,0,0,0,0,P14->P6->P2->P9->P7->P13->P16->P15->P10->P5->P1->P17->P19->P18->P11->P12->P20->P4->P8->P3
22,TSP-2opt,20,172.0,155.85097860649955,310.20000000000005,410.20000000000005,279.15,0.0,0.0,121.86887127583904,100.0,0.9061103407354625,0,0,0,0,P14->P20->P12->P11->P18->P4->P13->P16->P19->P15->P1->P5->P10->P17->P8->P3->P7->P6->P2->P9
22,Priority-Greedy,20,311.0,277.1253407727106,545.0000000000002,645.0000000000002,155.3,0.0,0.0,200.90542608286992,100.0,0.8910782661501949,0,0,0,0,P2->P6->P13->P10->P15->P14->P9->P7->P16->P18->P3->P8->P17->P5->P1->P19->P4->P11->P12->P20
23,AStarOnly,20,149.0,131.8154694482917,272.29999999999995,372.29999999999995,210.73333333333332,0.0,0.0,126.56159538875575,100.0,0.8846675801898772,0,0,0,0,P7->P15->P2->P3->P17->P19->P11->P6->P18->P12->P13->P9->P5->P10->P4->P20->P16->P14->P1->P8
23,Proposed-Balanced,20,216.0,197.37793132790793,393.49999999999994,493.49999999999994,173.2111111111111,0.0,0.0,151.6996604422264,100.0,0.9137867191106849,0,0,0,0,P15->P2->P19->P1->P13->P12->P5->P4->P20->P16->P10->P9->P8->P17->P11->P6->P18->P14->P3->P7
23,RH-v2-Light,20,252.0,228.36313591405622,443.20000000000005,543.2,147.9666666666667,0.0,0.0,145.16307938394968,100.0,0.9062029202938738,0,0,0,0,P15->P19->P1->P13->P12->P5->P10->P4->P20->P18->P6->P11->P14->P8->P17->P9->P16->P3->P2->P7
23,TSP-2opt,20,155.0,137.19487882411872,282.5,382.49999999999994,223.64444444444442,0.0,0.0,129.90624522355893,100.0,0.8851282504781852,0,0,0,0,P7->P15->P2->P3->P17->P19->P11->P6->P18->P12->P13->P9->P5->P10->P14->P1->P8->P4->P20->P16
23,Priority-Greedy,20,311.0,288.90399594441647,562.2,662.2,173.15555555555557,0.0,0.0,185.20250360404822,100.0,0.9289517554482845,0,0,0,0,P15->P13->P12->P4->P19->P8->P1->P5->P20->P18->P6->P11->P14->P10->P9->P17->P2->P7->P3->P16
24,AStarOnly,20,171.0,155.56574204955768,317.0,417.00000000000006,176.05454545454546,0.0,0.0,132.36844722647223,100.0,0.9097411815763607,0,0,0,0,P6->P12->P14->P16->P10->P9->P3->P11->P17->P2->P8->P4->P7->P19->P5->P18->P13->P1->P15->P20
24,Proposed-Balanced,20,200.0,180.99325721666756,363.80000000000007,463.80000000000007,185.96363636363637,0.0,0.0,141.27793008983937,100.0,0.9049662860833378,0,0,0,0,P6->P12->P14->P16->P2->P19->P7->P4->P10->P11->P17->P9->P15->P20->P8->P18->P5->P13->P1->P3
24,RH-v2-Light,20,244.0,219.1210104406301,438.20000000000005,538.1999999999999,166.06363636363633,0.0,0.0,173.1900544559453,100.0,0.8980369280353693,0,0,0,0,P6->P14->P12->P15->P2->P10->P9->P11->P17->P19->P8->P4->P7->P18->P5->P1->P16->P13->P20->P3
24,TSP-2opt,20,145.0,128.29614005618137,262.0,362.0,166.73636363636362,0.0,0.0,102.24027438919907,100.0,0.8848009659046991,0,0,0,0,P12->P6->P14->P16->P10->P9->P3->P11->P17->P15->P20->P2->P8->P19->P7->P4->P13->P1->P18->P5
24,Priority-Greedy,20,306.0,281.37224998057616,548.2,648.1999999999999,247.55454545454543,0.0,0.0,191.09324458422626,100.0,0.9195171567992685,0,0,0,0,P19->P2->P8->P11->P6->P14->P12->P15->P17->P9->P10->P18->P1->P4->P16->P13->P5->P7->P20->P3
25,AStarOnly,20,182.0,164.64607221213245,339.59999999999997,439.5999999999999,186.27499999999998,0.0,0.0,147.35805698466802,100.0,0.9046487484183102,0,0,0,0,P18->P2->P14->P4->P6->P9->P5->P11->P15->P19->P10->P13->P12->P7->P8->P20->P17->P1->P16->P3
25,Proposed-Balanced,20,241.0,218.92512366857846,438.29999999999995,538.3,217.375,0.0,0.0,174.52207260158912,100.0,0.9084030027741845,0,0,0,0,P2->P15->P11->P19->P12->P7->P8->P10->P18->P16->P4->P1->P3->P14->P9->P5->P6->P20->P17->P13
25,RH-v2-Light,20,246.0,223.00499442322058,449.30000000000007,549.3000000000001,154.10000000000002,0.0,0.0,181.49050133898615,100.0,0.9065243675740674,0,0,0,0,P18->P2->P16->P4->P1->P15->P11->P19->P12->P5->P9->P14->P6->P17->P20->P7->P8->P10->P13->P3
25,TSP-2opt,20,182.0,164.64607221213245,339.59999999999997,439.5999999999999,186.27499999999998,0.0,0.0,147.35805698466802,100.0,0.9046487484183102,0,0,0,0,P18->P2->P14->P4->P6->P9->P5->P11->P15->P19->P10->P13->P12->P7->P8->P20->P17->P1->P16->P3
25,Priority-Greedy,20,339.0,307.2753744884003,609.2,709.2,208.25000000000003,0.0,0.0,231.30184689336008,100.0,0.9064170338890865,0,0,0,0,P12->P15->P16->P4->P1->P17->P11->P19->P2->P18->P5->P9->P6->P20->P7->P8->P10->P14->P3->P13
26,AStarOnly,20,133.0,119.36456943171866,254.00000000000006,354.0,166.26666666666668,0.0,0.0,120.93780402203524,100.0,0.89747796565202,0,0,0,0,P1->P15->P7->P19->P12->P4->P2->P10->P16->P11->P20->P13->P8->P17->P5->P9->P18->P6->P3->P14
26,Proposed-Balanced,20,167.0,152.48359217048244,314.50000000000006,414.5,151.73333333333338,0.0,0.0,135.939182533307,100.0,0.9130754022184577,0,0,0,0,P1->P15->P4->P2->P10->P20->P11->P16->P19->P12->P9->P13->P8->P17->P5->P18->P6->P3->P14->P7
26,RH-v2-Light,20,211.0,192.69457546602925,392.0,492.00000000000006,114.73333333333335,0.0,0.0,161.26416309776366,100.0,0.9132444334882903,0,0,0,0,P1->P15->P4->P2->P9->P13->P17->P5->P20->P11->P19->P12->P6->P18->P8->P10->P16->P7->P14->P3
26,TSP-2opt,20,133.0,119.36456943171866,254.00000000000006,354.0,166.26666666666668,0.0,0.0,120.93780402203524,100.0,0.89747796565202,0,0,0,0,P1->P15->P7->P19->P12->P4->P2->P10->P16->P11->P20->P13->P8->P17->P5->P9->P18->P6->P3->P14
26,Priority-Greedy,20,201.0,184.41811291373097,369.3,469.29999999999995,113.41666666666667,0.0,0.0,146.47733469176896,100.0,0.9175030493220446,0,0,0,0,P1->P15->P2->P4->P9->P13->P20->P5->P17->P8->P12->P19->P10->P11->P16->P7->P14->P6->P18->P3
27,AStarOnly,20,170.0,147.39198653897216,298.1,398.1,205.65,0.0,0.0,122.14373555073725,100.0,0.8670116855233656,0,0,0,0,P7->P16->P2->P6->P3->P13->P1->P14->P5->P15->P19->P8->P17->P11->P20->P18->P12->P10->P4->P9
27,Proposed-Balanced,20,179.0,156.06815532261658,307.3,407.3,219.16666666666666,0.0,0.0,106.07302901025153,100.0,0.8718891358805395,0,0,0,0,P2->P6->P3->P1->P13->P16->P7->P10->P18->P12->P11->P20->P17->P8->P19->P14->P5->P15->P9->P4
27,RH-v2-Light,20,200.0,176.79964014349335,348.4,448.3999999999999,87.94999999999999,0.0,0.0,119.9903202954547,100.0,0.8839982007174667,0,0,0,0,P16->P2->P10->P18->P12->P19->P5->P14->P15->P9->P4->P8->P17->P11->P20->P6->P3->P13->P1->P7
27,TSP-2opt,20,165.0,147.68825076941138,301.70000000000005,401.7,205.10000000000002,0.0,0.0,124.06704851679564,100.0,0.8950803076934023,0,0,0,0,P16->P7->P2->P6->P3->P13->P1->P14->P15->P19->P8->P17->P11->P20->P18->P12->P10->P5->P9->P4
27,Priority-Greedy,20,320.0,287.63890006832054,563.5999999999999,663.5999999999999,159.66666666666666,0.0,0.0,196.14877362285267,100.0,0.8988715627135017,0,0,0,0,P2->P18->P5->P19->P9->P4->P14->P10->P12->P15->P3->P16->P1->P6->P11->P20->P8->P17->P13->P7
28,AStarOnly,20,185.0,164.39520701328388,330.5,430.5,144.85555555555558,0.0,0.0,132.90759580975154,100.0,0.8886227406123453,0,0,0,0,P13->P6->P11->P18->P14->P5->P8->P10->P3->P1->P9->P20->P2->P16->P15->P4->P7->P19->P12->P17
28,Proposed-Balanced,20,215.0,198.59678928115514,391.3999999999999,491.4,119.05555555555559,0.0,0.0,135.37626870419368,100.0,0.9237059966565355,0,0,0,0,P13->P18->P14->P5->P8->P10->P3->P2->P16->P20->P9->P1->P4->P7->P19->P12->P6->P11->P17->P15
28,RH-v2-Light,20,256.0,235.03212005693473,469.1,569.1,109.56666666666666,0.0,0.0,176.55704220859803,100.0,0.9180942189724013,0,0,0,0,P13->P18->P5->P8->P10->P3->P2->P16->P20->P9->P4->P15->P7->P14->P6->P11->P17->P12->P19->P1
28,TSP-2opt,20,185.0,164.39520701328388,330.5,430.5,144.85555555555558,0.0,0.0,132.90759580975154,100.0,0.8886227406123453,0,0,0,0,P13->P6->P11->P18->P14->P5->P8->P10->P3->P1->P9->P20->P2->P16->P15->P4->P7->P19->P12->P17
28,Priority-Greedy,20,309.0,287.078674230159,560.8,660.8000000000001,160.94444444444446,0.0,0.0,188.13919362596167,100.0,0.9290571981558543,0,0,0,0,P18->P2->P3->P8->P10->P5->P16->P20->P9->P13->P6->P14->P12->P7->P4->P15->P1->P19->P11->P17
29,AStarOnly,20,135.0,112.95019518142266,237.90000000000003,337.9,176.98333333333332,0.0,0.0,114.00713987012107,100.0,0.8366681124549826,0,0,0,0,P13->P2->P11->P6->P7->P19->P3->P18->P4->P17->P12->P14->P16->P5->P10->P15->P9->P20->P8->P1
29,Proposed-Balanced,20,182.0,162.11798576291795,327.30000000000007,427.30000000000007,206.7166666666667,0.0,0.0,130.80870975372832,100.0,0.8907581635325162,0,0,0,0,P13->P5->P10->P12->P17->P20->P8->P1->P9->P4->P3->P18->P7->P19->P2->P11->P6->P16->P14->P15
29,RH-v2-Light,20,178.0,161.55874070348514,331.8,431.7999999999999,150.26666666666665,0.0,0.0,140.59221750281552,100.0,0.9076333747386806,0,0,0,0,P13->P5->P10->P15->P12->P17->P20->P8->P1->P18->P3->P7->P19->P2->P11->P6->P4->P9->P14->P16
29,TSP-2opt,20,137.0,115.9619888532487,241.80000000000004,341.8,181.7166666666666,0.0,0.0,109.83595450353634,100.0,0.8464378748412313,0,0,0,0,P13->P2->P11->P19->P6->P7->P3->P18->P4->P17->P12->P14->P16->P5->P10->P15->P9->P20->P8->P1
29,Priority-Greedy,20,280.0,253.50149889603358,495.1,595.1000000000001,238.5833333333333,0.0,0.0,172.28854666480967,100.0,0.9053624960572628,0,0,0,0,P10->P12->P20->P8->P7->P13->P5->P15->P17->P2->P19->P18->P3->P1->P9->P4->P16->P14->P11->P6
